chemical.id,endpoint,ids,num.conc,flag,spearman,run.ttest,ttest.pval
61,ANY24,61 ANY24,6,3,0.7714285714285715,True,0.2745766290948482
61,AXIS,61 AXIS,6,2,1.0,False,
61,BRAI,61 BRAI,6,2,0.8660254037844387,False,
61,BRN_,61 BRN_,6,1,-0.3718678720805473,False,
61,CFIN,61 CFIN,6,2,1.0,False,
61,CIRC,61 CIRC,6,2,0.8660254037844387,False,
61,CRAN,61 CRAN,6,1,-0.3718678720805473,False,
61,DP24,61 DP24,6,1,,False,
61,EDEM,61 EDEM,6,1,-0.3718678720805473,False,
61,EYE_,61 EYE_,6,2,1.0,False,
61,JAW_,61 JAW_,6,2,1.0,False,
61,LTRK,61 LTRK,6,1,-0.3718678720805473,False,
61,MO24,61 MO24,6,3,0.7714285714285715,True,0.2745766290948482
61,MORT,61 MORT,6,2,0.8804062740424285,False,
61,MUSC,61 MUSC,6,1,-0.41403933560541256,False,
61,NC24,61 NC24,6,1,,False,
61,NC__,61 NC__,6,2,1.0,False,
61,OTIC,61 OTIC,6,2,1.0,False,
61,PE__,61 PE__,6,2,1.0,False,
61,PFIN,61 PFIN,6,2,1.0,False,
61,PIG_,61 PIG_,6,2,0.8660254037844387,False,
61,SKIN,61 SKIN,6,1,-0.13093073414159545,False,
61,SM24,61 SM24,6,1,,False,
61,SNOU,61 SNOU,6,2,1.0,False,
61,SOMI,61 SOMI,6,2,1.0,False,
61,SWIM,61 SWIM,6,2,1.0,False,
61,TCHR,61 TCHR,6,1,-0.13093073414159545,False,
61,TOT_MORT,61 TOT_MORT,6,2,0.9411239481143202,False,
61,TRUN,61 TRUN,6,2,1.0,False,
61,TR__,61 TR__,6,2,0.8660254037844387,False,
61,YSE_,61 YSE_,6,2,1.0,False,
62,ALL_BUT_MORT,62 ALL_BUT_MORT,6,1,-0.9258200997725515,False,
62,ANY120,62 ANY120,6,4,0.3825184261187248,True,0.9236191092312961
62,ANY24,62 ANY24,6,2,0.8406680016960503,False,
62,AXIS,62 AXIS,6,,0.5,True,
62,BRAI,62 BRAI,6,1,-0.8660254037844387,False,
62,BRN_,62 BRN_,6,1,-0.6546536707079772,False,
62,CFIN,62 CFIN,6,,0.5,True,
62,CIRC,62 CIRC,6,1,,False,
62,CRAN,62 CRAN,6,1,-0.8451542547285166,False,
62,DP24,62 DP24,6,1,,False,
62,EDEM,62 EDEM,6,1,-0.6546536707079772,False,
62,EYE_,62 EYE_,6,1,-0.8660254037844387,False,
62,JAW_,62 JAW_,6,1,-1.0,False,
62,LTRK,62 LTRK,6,1,-0.9258200997725515,False,
62,MO24,62 MO24,6,2,0.8406680016960503,False,
62,MORT,62 MORT,6,2,0.8804062740424285,False,
62,MUSC,62 MUSC,6,1,,False,
62,NC24,62 NC24,6,1,,False,
62,NC__,62 NC__,6,2,0.8660254037844387,False,
62,OTIC,62 OTIC,6,1,-0.8660254037844387,False,
62,PE__,62 PE__,6,1,-0.8660254037844387,False,
62,PFIN,62 PFIN,6,1,-0.8660254037844387,False,
62,PIG_,62 PIG_,6,1,,False,
62,SKIN,62 SKIN,6,1,,False,
62,SM24,62 SM24,6,1,,False,
62,SNOU,62 SNOU,6,1,-1.0,False,
62,SOMI,62 SOMI,6,1,,False,
62,SWIM,62 SWIM,6,1,,False,
62,TCHR,62 TCHR,6,1,-0.41403933560541256,False,
62,TOT_MORT,62 TOT_MORT,6,2,0.8804062740424285,False,
62,TRUN,62 TRUN,6,2,1.0,False,
62,TR__,62 TR__,6,2,1.0,False,
62,YSE_,62 YSE_,6,1,-0.8660254037844387,False,
63,ALL_BUT_MORT,63 ALL_BUT_MORT,6,2,0.8116794499134278,False,
63,ANY120,63 ANY120,6,4,0.7714285714285715,True,0.3354316610100058
63,ANY24,63 ANY24,6,4,0.7944613465542745,True,0.3867558054963686
63,AXIS,63 AXIS,6,4,0.39466488146729556,True,0.4399574792222537
63,BRAI,63 BRAI,6,1,0.13093073414159545,False,
63,BRN_,63 BRN_,6,1,0.1543033499620919,False,
63,CFIN,63 CFIN,6,1,0.1543033499620919,False,
63,CIRC,63 CIRC,6,1,,False,
63,CRAN,63 CRAN,6,1,0.1543033499620919,False,
63,DP24,63 DP24,6,2,0.8804062740424285,False,
63,EDEM,63 EDEM,6,4,0.50709255283711,True,0.38042576543049433
63,EYE_,63 EYE_,6,1,0.1543033499620919,False,
63,JAW_,63 JAW_,6,1,0.1543033499620919,False,
63,LTRK,63 LTRK,6,1,0.1543033499620919,False,
63,MO24,63 MO24,6,4,0.6789347398332045,True,0.47662066727284136
63,MORT,63 MORT,6,4,0.6957252427829381,True,0.36280822500736387
63,MUSC,63 MUSC,6,4,0.6546536707079772,True,0.373900966300059
63,NC24,63 NC24,6,1,,False,
63,NC__,63 NC__,6,1,,False,
63,OTIC,63 OTIC,6,4,0.3086066999241838,True,0.4945616113885048
63,PE__,63 PE__,6,1,0.1543033499620919,False,
63,PFIN,63 PFIN,6,1,0.1543033499620919,False,
63,PIG_,63 PIG_,6,1,,False,
63,SKIN,63 SKIN,6,1,,False,
63,SM24,63 SM24,6,1,,False,
63,SNOU,63 SNOU,6,1,0.1543033499620919,False,
63,SOMI,63 SOMI,6,4,0.6546536707079772,True,0.373900966300059
63,SWIM,63 SWIM,6,1,,False,
63,TCHR,63 TCHR,6,4,0.6761234037828133,True,0.47662066727284136
63,TOT_MORT,63 TOT_MORT,6,3,0.7715167498104596,True,0.296181029336144
63,TRUN,63 TRUN,6,4,0.6761234037828133,True,0.390219000488751
63,TR__,63 TR__,6,4,0.6761234037828133,True,0.4089650038544071
63,YSE_,63 YSE_,6,4,0.6982532518267537,True,0.3709733685736608
64,ALL_BUT_MORT,64 ALL_BUT_MORT,6,1,-0.7715167498104596,False,
64,ANY120,64 ANY120,6,1,-0.6982532518267537,False,
64,ANY24,64 ANY24,6,1,-0.09759000729485331,False,
64,AXIS,64 AXIS,6,1,-0.7650368522374495,False,
64,BRAI,64 BRAI,6,1,-0.7650368522374495,False,
64,BRN_,64 BRN_,6,1,-0.8280786712108251,False,
64,CFIN,64 CFIN,6,1,-0.8827348295047495,False,
64,CIRC,64 CIRC,6,1,,False,
64,CRAN,64 CRAN,6,1,-0.8280786712108251,False,
64,DP24,64 DP24,6,1,,False,
64,EDEM,64 EDEM,6,1,-0.6789347398332045,False,
64,EYE_,64 EYE_,6,1,-0.7650368522374495,False,
64,JAW_,64 JAW_,6,1,-0.7650368522374495,False,
64,LTRK,64 LTRK,6,1,-0.9258200997725515,False,
64,MO24,64 MO24,6,1,-0.09759000729485331,False,
64,MORT,64 MORT,6,1,-0.13093073414159545,False,
64,MUSC,64 MUSC,6,1,-0.8280786712108251,False,
64,NC24,64 NC24,6,1,,False,
64,NC__,64 NC__,6,1,,False,
64,OTIC,64 OTIC,6,1,-0.7650368522374495,False,
64,PE__,64 PE__,6,1,-0.7650368522374495,False,
64,PFIN,64 PFIN,6,1,-0.7650368522374495,False,
64,PIG_,64 PIG_,6,1,,False,
64,SKIN,64 SKIN,6,1,,False,
64,SM24,64 SM24,6,1,,False,
64,SNOU,64 SNOU,6,1,-0.7650368522374495,False,
64,SOMI,64 SOMI,6,1,-0.5161002296110788,False,
64,SWIM,64 SWIM,6,1,-0.7650368522374495,False,
64,TCHR,64 TCHR,6,1,,False,
64,TOT_MORT,64 TOT_MORT,6,1,-0.12344267996967354,False,
64,TRUN,64 TRUN,6,1,-0.8827348295047495,False,
64,TR__,64 TR__,6,1,,False,
64,YSE_,64 YSE_,6,1,-0.7650368522374495,False,
65,ALL_BUT_MORT,65 ALL_BUT_MORT,6,4,0.6546536707079772,True,0.373900966300059
65,ANY120,65 ANY120,6,1,-0.33946736991660226,False,
65,ANY24,65 ANY24,6,1,-0.7406560798180413,False,
65,AXIS,65 AXIS,6,1,,False,
65,BRAI,65 BRAI,6,1,,False,
65,BRN_,65 BRN_,6,1,,False,
65,CFIN,65 CFIN,6,1,,False,
65,CIRC,65 CIRC,6,1,,False,
65,CRAN,65 CRAN,6,1,,False,
65,DP24,65 DP24,6,1,,False,
65,EDEM,65 EDEM,6,4,0.6546536707079772,True,0.373900966300059
65,EYE_,65 EYE_,6,1,,False,
65,JAW_,65 JAW_,6,1,,False,
65,LTRK,65 LTRK,6,1,,False,
65,MO24,65 MO24,6,1,-0.7406560798180413,False,
65,MORT,65 MORT,6,1,-0.8116794499134278,False,
