Chemical_ID,End_Point,Model,BMD10,BMDL,BMD50,AUC,Min_Dose,Max_Dose,DataQC_Flag,BMD_Analysis_Flag,BMD_Flag,BMD50_Flag
1310,LTKR,NULL,NULL,NULL,NULL,0.11314285714285716,0.0,64.0,1,NULL,NULL,NULL
1310,MUSC,NULL,NULL,NULL,NULL,0.0,0.0,64.0,1,NULL,NULL,NULL
1310,SKIN,NULL,NULL,NULL,NULL,0.0,0.0,64.0,1,NULL,NULL,NULL
1310,TCHR,NULL,NULL,NULL,NULL,0.0,0.0,64.0,1,NULL,NULL,NULL
1327,ANY24,NULL,NULL,NULL,NULL,7.8003,0.0,64.0,5,NULL,NULL,NULL
1327,ANY120,NULL,NULL,NULL,NULL,11.5814,0.0,64.0,5,NULL,NULL,NULL
1327,TOT_MORT,NULL,NULL,NULL,NULL,9.6914,0.0,64.0,5,NULL,NULL,NULL
1327,ANY_MORT,NULL,NULL,NULL,NULL,3.7099,0.0,64.0,1,NULL,NULL,NULL
1327,BRN_,NULL,NULL,NULL,NULL,0.0,0.0,64.0,1,NULL,NULL,NULL
1327,CRAN,NULL,NULL,NULL,NULL,0.0,0.0,64.0,1,NULL,NULL,NULL
1327,EDEM,NULL,NULL,NULL,NULL,1.1314285714285712,0.0,64.0,1,NULL,NULL,NULL
1327,LTKR,NULL,NULL,NULL,NULL,1.1076923076923078,0.0,64.0,1,NULL,NULL,NULL
1327,MUSC,NULL,NULL,NULL,NULL,0.0,0.0,64.0,1,NULL,NULL,NULL
1327,SKIN,NULL,NULL,NULL,NULL,0.0,0.0,64.0,1,NULL,NULL,NULL
1327,TCHR,NULL,NULL,NULL,NULL,0.0,0.0,64.0,1,NULL,NULL,NULL
1363,ANY24,logistic,20.063,15.795,46.027,19.6246,0.0,64.0,4,2,0,0
1363,ANY120,logistic,7.999,5.894,21.034,32.9136,0.0,64.0,4,0,0,0
1363,TOT_MORT,logistic,21.858,16.818,53.213,17.133499999999998,0.0,64.0,4,2,0,0
1363,ANY_MORT,quantal_linear,7.998,5.52,52.614,21.2701,0.0,64.0,3,0,0,0
1363,BRN_,logistic,27.625,20.727,51.113,17.269320099255584,0.0,64.0,4,0,0,0
1363,CRAN,logistic,14.736,10.511,31.699,27.57989558312655,0.0,64.0,4,0,0,0
1363,EDEM,logistic,36.57,26.426,70.89,10.069423325062036,0.0,64.0,4,0,0,1
1363,LTKR,quantal_linear,18.718,10.146,123.141,10.056000000000001,0.0,64.0,3,0,0,1
1363,MUSC,NULL,NULL,NULL,NULL,2.8692168734491315,0.0,64.0,1,NULL,NULL,NULL
1363,SKIN,NULL,NULL,NULL,NULL,0.0,0.0,64.0,1,NULL,NULL,NULL
1363,TCHR,NULL,NULL,NULL,NULL,0.0,0.0,64.0,1,NULL,NULL,NULL
1383,ANY24,logistic,11.783,9.016,28.423,28.332700000000003,0.0,64.0,4,0,0,0
1383,ANY120,logistic,8.082,6.05,21.842,33.4424,0.0,64.0,4,0,0,0
1383,TOT_MORT,NULL,NULL,NULL,NULL,18.8128,0.0,64.0,5,NULL,NULL,NULL
1383,ANY_MORT,logistic,22.244,17.489,44.782,20.029600000000002,0.0,64.0,4,2,0,0
1383,BRN_,logistic,62.041,NULL,64.58,8.0,0.0,64.0,4,0,0,1
1383,CRAN,logistic,40.345,30.779,62.371,11.201185185185187,0.0,64.0,4,0,0,0
1383,EDEM,logistic,60.524,NULL,63.07,14.4,0.0,64.0,4,0,0,0
1383,LTKR,logistic,27.42,20.657,51.291,17.25647753846154,0.0,64.0,4,2,0,0
1383,MUSC,logistic,62.041,NULL,64.58,8.0,0.0,64.0,4,0,0,1
1383,SKIN,NULL,NULL,NULL,NULL,0.0,0.0,64.0,1,NULL,NULL,NULL
1383,TCHR,logistic,63.811,NULL,66.399,3.1999999999999997,0.0,64.0,4,0,0,1
1391,ANY24,NULL,NULL,NULL,NULL,3.2311000000000005,0.0,64.0,5,NULL,NULL,NULL
1391,ANY120,log_logistic,1.072,0.399,4.362,52.131,0.0,64.0,3,0,0,0
1391,TOT_MORT,NULL,NULL,NULL,NULL,9.622,0.0,64.0,5,NULL,NULL,NULL
1391,ANY_MORT,log_logistic,0.442,0.128,7.439,42.5189,0.0,64.0,3,0,0,0
1391,BRN_,NULL,NULL,NULL,NULL,7.753969230769231,0.0,64.0,5,NULL,NULL,NULL
1391,CRAN,NULL,NULL,NULL,NULL,32.52785934065934,0.0,64.0,5,NULL,NULL,NULL
1391,EDEM,quantal_linear,5.125,3.572,33.716,26.822347252747253,0.0,64.0,3,0,0,0
1391,LTKR,NULL,NULL,NULL,NULL,7.9666989010989,0.0,64.0,5,NULL,NULL,NULL
1391,MUSC,logistic,42.126,33.028,64.981,9.969353846153846,0.0,64.0,4,0,0,1
1391,SKIN,NULL,NULL,NULL,NULL,0.0,0.0,64.0,1,NULL,NULL,NULL
1391,TCHR,quantal_linear,6.464,4.459,42.524,22.330778021978023,0.0,64.0,3,0,0,0
