Chemical_ID,End_Point,BMD_Flag
1965,MORT,1.0
1965,MUSC,
1965,NC24,
1965,NC__,
1965,SKIN,
1965,SM24,
1965,TCHR,1.0
1965,TOT_MORT,0.0
1967,ALL_BUT_MORT,1.0
1967,ANY120,1.0
1967,ANY24,1.0
1967,AXIS,
1967,BRN_,1.0
1967,CRAN,1.0
1967,DP24,1.0
1967,EDEM,1.0
1967,LTRK,
1967,MO24,1.0
1967,MORT,
1967,MUSC,
1967,NC24,
1967,NC__,
1967,SKIN,
1967,SM24,
1967,TCHR,
1967,TOT_MORT,1.0
1968,ALL_BUT_MORT,1.0
1968,ANY120,
1968,ANY24,
1968,AXIS,
1968,BRN_,
1968,CRAN,
1968,DP24,
1968,EDEM,
1968,LTRK,
1968,MO24,1.0
1968,MORT,
1968,MUSC,
1968,NC24,
1968,NC__,
1968,SKIN,
1968,SM24,
1968,TCHR,
1968,TOT_MORT,
1982,ALL_BUT_MORT,1.0
1982,ANY120,
1982,ANY24,0.0
1982,AXIS,1.0
1982,BRN_,1.0
1982,CRAN,1.0
1982,DP24,
1982,EDEM,1.0
1982,LTRK,1.0
1982,MO24,1.0
1982,MORT,
1982,MUSC,1.0
1982,NC24,
1982,NC__,
1982,SKIN,
1982,SM24,
1982,TCHR,
1982,TOT_MORT,
2058,ALL_BUT_MORT,-1.0
2058,ANY120,-1.0
2058,ANY24,0.0
2058,AXIS,-1.0
2058,BRN_,0.0
2058,CRAN,1.0
2058,DP24,0.0
2058,EDEM,-1.0
2058,LTRK,1.0
2058,MO24,0.0
2058,MORT,0.0
2058,MUSC,
2058,NC24,
2058,NC__,
2058,SKIN,
2058,SM24,
2058,TCHR,0.0
2058,TOT_MORT,0.0
2067,ALL_BUT_MORT,1.0
2067,ANY120,1.0
2067,ANY24,1.0
2067,AXIS,1.0
2067,BRN_,1.0
2067,CRAN,1.0
2067,DP24,
2067,EDEM,
2067,LTRK,1.0
2067,MO24,1.0
2067,MORT,
2067,MUSC,
2067,NC24,
2067,NC__,
2067,SKIN,
2067,SM24,
2067,TCHR,
2067,TOT_MORT,1.0
2098,ALL_BUT_MORT,
2098,ANY120,
2098,ANY24,
2098,AXIS,
2098,BRN_,
2098,CRAN,
2098,DP24,
2098,EDEM,
2098,LTRK,
2098,MO24,
2098,MORT,
2098,MUSC,
2098,NC24,
2098,NC__,
2098,SKIN,
2098,SM24,
2098,TCHR,
2098,TOT_MORT,
2103,ALL_BUT_MORT,0.0
2103,ANY120,0.0
2103,ANY24,1.0
2103,AXIS,0.0
2103,BRN_,1.0
2103,CRAN,0.0
2103,DP24,1.0
2103,EDEM,0.0
2103,LTRK,0.0
2103,MO24,
2103,MORT,0.0
2103,MUSC,
2103,NC24,
2103,NC__,0.0
2103,SKIN,
2103,SM24,1.0
2103,TCHR,1.0
2103,TOT_MORT,0.0
2104,ALL_BUT_MORT,0.0
2104,ANY120,0.0
2104,ANY24,0.0
2104,AXIS,0.0
2104,BRN_,0.0
2104,CRAN,0.0
2104,DP24,0.0
2104,EDEM,0.0
2104,LTRK,0.0
2104,MO24,1.0
2104,MORT,
2104,MUSC,0.0
2104,NC24,
2104,NC__,
2104,SKIN,
2104,SM24,
2104,TCHR,0.0
2104,TOT_MORT,
2105,ALL_BUT_MORT,0.0
2105,ANY120,0.0
2105,ANY24,
2105,AXIS,
2105,BRN_,
2105,CRAN,
2105,DP24,1.0
2105,EDEM,0.0
2105,LTRK,
2105,MO24,
2105,MORT,
2105,MUSC,
2105,NC24,
2105,NC__,0.0
2105,SKIN,
2105,SM24,
2105,TCHR,
2105,TOT_MORT,
2137,ALL_BUT_MORT,
2137,ANY120,
2137,ANY24,
2137,AXIS,
2137,BRN_,
2137,CRAN,
2137,DP24,
2137,EDEM,
2137,LTRK,
2137,MO24,
2137,MORT,
2137,MUSC,
2137,NC24,
2137,NC__,
2137,SKIN,
2137,SM24,
2137,TCHR,
2137,TOT_MORT,
2141,ALL_BUT_MORT,1.0
2141,ANY120,0.0
2141,ANY24,
2141,AXIS,1.0
2141,BRN_,0.0
2141,CRAN,0.0
2141,DP24,1.0
2141,EDEM,0.0
2141,LTRK,1.0
2141,MO24,1.0
2141,MORT,0.0
2141,MUSC,1.0
2141,NC24,
2141,NC__,
2141,SKIN,0.0
2141,SM24,
2141,TCHR,1.0
2141,TOT_MORT,0.0
2142,ALL_BUT_MORT,
2142,ANY120,0.0
2142,ANY24,
2142,AXIS,0.0
2142,BRN_,0.0
2142,CRAN,
2142,DP24,
2142,EDEM,0.0
2142,LTRK,1.0
2142,MO24,
2142,MORT,0.0
2142,MUSC,
2142,NC24,
2142,NC__,
2142,SKIN,
2142,SM24,
2142,TCHR,0.0
2142,TOT_MORT,0.0
2154,ALL_BUT_MORT,1.0
2154,ANY120,0.0
2154,ANY24,1.0
2154,AXIS,1.0
2154,BRN_,1.0
2154,CRAN,1.0
2154,DP24,1.0
2154,EDEM,1.0
2154,LTRK,1.0
2154,MO24,1.0
2154,MORT,1.0
2154,MUSC,1.0
2154,NC24,
2154,NC__,1.0
2154,SKIN,1.0
2154,SM24,
2154,TCHR,1.0
2154,TOT_MORT,1.0
2156,ALL_BUT_MORT,1.0
2156,ANY120,
2156,ANY24,
2156,AXIS,1.0
2156,BRN_,1.0
2156,CRAN,1.0
2156,DP24,
2156,EDEM,1.0
2156,LTRK,1.0
2156,MO24,
2156,MORT,
2156,MUSC,1.0
2156,NC24,
2156,NC__,
2156,SKIN,1.0
2156,SM24,
2156,TCHR,1.0
2156,TOT_MORT,
2159,ALL_BUT_MORT,1.0
2159,ANY120,0.0
2159,ANY24,1.0
2159,AXIS,1.0
2159,BRN_,1.0
2159,CRAN,1.0
2159,DP24,
2159,EDEM,1.0
2159,LTRK,1.0
2159,MO24,1.0
2159,MORT,0.0
2159,MUSC,1.0
2159,NC24,
2159,NC__,
2159,SKIN,1.0
2159,SM24,1.0
2159,TCHR,1.0
2159,TOT_MORT,0.0
2165,ALL_BUT_MORT,0.0
2165,ANY120,0.0
2165,ANY24,0.0
2165,AXIS,0.0
2165,BRN_,0.0
2165,CRAN,0.0
2165,DP24,0.0
2165,EDEM,0.0
2165,LTRK,1.0
2165,MO24,
2165,MORT,0.0
2165,MUSC,0.0
2165,NC24,
2165,NC__,
2165,SKIN,
2165,SM24,
2165,TCHR,
2165,TOT_MORT,0.0
2185,ALL_BUT_MORT,1.0
2185,ANY120,0.0
2185,ANY24,1.0
2185,AXIS,1.0
2185,BRN_,1.0
2185,CRAN,1.0
2185,DP24,1.0
2185,EDEM,1.0
2185,LTRK,
2185,MO24,1.0
2185,MORT,0.0
2185,MUSC,
2185,NC24,
2185,NC__,
2185,SKIN,
2185,SM24,
2185,TCHR,
2185,TOT_MORT,0.0
2186,ALL_BUT_MORT,
2186,ANY120,
2186,ANY24,1.0
2186,AXIS,1.0
2186,BRN_,
2186,CRAN,1.0
2186,DP24,
2186,EDEM,1.0
2186,LTRK,
2186,MO24,
2186,MORT,
2186,MUSC,
2186,NC24,
2186,NC__,
2186,SKIN,1.0
2186,SM24,
2186,TCHR,
2186,TOT_MORT,
2187,ALL_BUT_MORT,0.0
2187,ANY120,0.0
2187,ANY24,
2187,AXIS,
2187,BRN_,1.0
2187,CRAN,0.0
2187,DP24,1.0
2187,EDEM,0.0
2187,LTRK,1.0
2187,MO24,
2187,MORT,
2187,MUSC,1.0
2187,NC24,
2187,NC__,
2187,SKIN,1.0
2187,SM24,
2187,TCHR,1.0
2187,TOT_MORT,
2191,ALL_BUT_MORT,1.0
2191,ANY120,
2191,ANY24,
2191,AXIS,
2191,BRN_,
2191,CRAN,
2191,DP24,1.0
2191,EDEM,
2191,LTRK,
2191,MO24,
2191,MORT,
2191,MUSC,
2191,NC24,
2191,NC__,
2191,SKIN,
2191,SM24,
2191,TCHR,
2191,TOT_MORT,
2323,ALL_BUT_MORT,1.0
2323,ANY120,1.0
2323,ANY24,1.0
2323,AXIS,
2323,BRN_,
2323,CRAN,
2323,DP24,
2323,EDEM,
2323,LTRK,
2323,MO24,1.0
2323,MORT,
2323,MUSC,
2323,NC24,
2323,NC__,
2323,SKIN,
2323,SM24,
2323,TCHR,
2323,TOT_MORT,1.0
2324,ALL_BUT_MORT,
2324,ANY120,
2324,ANY24,
2324,AXIS,
2324,BRN_,
2324,CRAN,
2324,DP24,
2324,EDEM,
2324,LTRK,
2324,MO24,
2324,MORT,
2324,MUSC,
2324,NC24,
2324,NC__,
2324,SKIN,
2324,SM24,
2324,TCHR,
2324,TOT_MORT,
2325,ALL_BUT_MORT,1.0
2325,ANY120,1.0
2325,ANY24,1.0
2325,AXIS,1.0
2325,BRN_,1.0
2325,CRAN,1.0
2325,DP24,
2325,EDEM,1.0
2325,LTRK,
2325,MO24,1.0
2325,MORT,
2325,MUSC,1.0
2325,NC24,
2325,NC__,
2325,SKIN,
2325,SM24,
2325,TCHR,1.0
2325,TOT_MORT,1.0
2326,ALL_BUT_MORT,
2326,ANY120,
2326,ANY24,
2326,AXIS,
2326,BRN_,
2326,CRAN,
2326,DP24,
2326,EDEM,
2326,LTRK,
2326,MO24,
2326,MORT,1.0
2326,MUSC,
2326,NC24,
2326,NC__,
2326,SKIN,
2326,SM24,
2326,TCHR,
2326,TOT_MORT,1.0
2327,ALL_BUT_MORT,
2327,ANY120,
2327,ANY24,1.0
2327,AXIS,1.0
2327,BRN_,1.0
2327,CRAN,
2327,DP24,1.0
2327,EDEM,
2327,LTRK,
2327,MO24,
2327,MORT,
2327,MUSC,
2327,NC24,1.0
2327,NC__,1.0
2327,SKIN,
2327,SM24,1.0
2327,TCHR,
2327,TOT_MORT,
2328,ALL_BUT_MORT,
2328,ANY120,
2328,ANY24,
2328,AXIS,
2328,BRN_,
2328,CRAN,
2328,DP24,
2328,EDEM,
2328,LTRK,1.0
2328,MO24,
2328,MORT,
2328,MUSC,
2328,NC24,
2328,NC__,
2328,SKIN,
2328,SM24,
2328,TCHR,
2328,TOT_MORT,
2371,ALL_BUT_MORT,1.0
2371,ANY120,
2371,ANY24,
2371,AXIS,
2371,BRN_,
2371,CRAN,
2371,DP24,
2371,EDEM,
2371,LTRK,1.0
2371,MO24,
2371,MORT,
2371,MUSC,
2371,NC24,
2371,NC__,
2371,SKIN,
2371,SM24,
2371,TCHR,
2371,TOT_MORT,
2373,ALL_BUT_MORT,
2373,ANY120,
2373,ANY24,
2373,AXIS,
2373,BRN_,
2373,CRAN,
2373,DP24,
2373,EDEM,
2373,LTRK,1.0
2373,MO24,
2373,MORT,
2373,MUSC,
2373,NC24,
2373,NC__,
2373,SKIN,
2373,SM24,
2373,TCHR,
2373,TOT_MORT,
2374,ALL_BUT_MORT,
2374,ANY120,
2374,ANY24,
2374,AXIS,1.0
2374,BRN_,1.0
2374,CRAN,1.0
2374,DP24,
2374,EDEM,1.0
2374,LTRK,
2374,MO24,
2374,MORT,
2374,MUSC,
2374,NC24,
2374,NC__,
2374,SKIN,
2374,SM24,
2374,TCHR,
2374,TOT_MORT,
2406,ALL_BUT_MORT,1.0
2406,ANY120,0.0
2406,ANY24,0.0
2406,AXIS,
2406,BRN_,1.0
2406,CRAN,
2406,DP24,0.0
2406,EDEM,
2406,LTRK,1.0
2406,MO24,0.0
2406,MORT,0.0
2406,MUSC,1.0
2406,NC24,
2406,NC__,
2406,SKIN,1.0
2406,SM24,
2406,TCHR,
2406,TOT_MORT,0.0
2411,ALL_BUT_MORT,
2411,ANY120,
2411,ANY24,
2411,AXIS,
2411,BRN_,
2411,CRAN,
2411,DP24,1.0
2411,EDEM,
2411,LTRK,
2411,MO24,
2411,MORT,
2411,MUSC,
2411,NC24,
2411,NC__,
2411,SKIN,
2411,SM24,
2411,TCHR,
2411,TOT_MORT,
2413,ALL_BUT_MORT,1.0
2413,ANY120,1.0
2413,ANY24,
2413,AXIS,
2413,BRN_,
2413,CRAN,
2413,DP24,
2413,EDEM,
2413,LTRK,
2413,MO24,
2413,MORT,
2413,MUSC,
2413,NC24,
2413,NC__,
2413,SKIN,
2413,SM24,
2413,TCHR,1.0
2413,TOT_MORT,
2414,ALL_BUT_MORT,1.0
2414,ANY120,1.0
2414,ANY24,0.0
2414,AXIS,1.0
2414,BRN_,1.0
2414,CRAN,1.0
2414,DP24,1.0
2414,EDEM,
2414,LTRK,1.0
2414,MO24,1.0
2414,MORT,1.0
2414,MUSC,1.0
2414,NC24,
2414,NC__,
2414,SKIN,
2414,SM24,
2414,TCHR,
2414,TOT_MORT,1.0
2415,ALL_BUT_MORT,
2415,ANY120,
2415,ANY24,
2415,AXIS,
2415,BRN_,
2415,CRAN,1.0
2415,DP24,
2415,EDEM,1.0
2415,LTRK,
2415,MO24,
2415,MORT,
2415,MUSC,
2415,NC24,
2415,NC__,
2415,SKIN,
2415,SM24,
2415,TCHR,
2415,TOT_MORT,
2417,ALL_BUT_MORT,
2417,ANY120,
2417,ANY24,
2417,AXIS,
2417,BRN_,
2417,CRAN,
2417,DP24,
2417,EDEM,
2417,LTRK,1.0
2417,MO24,
2417,MORT,
2417,MUSC,
2417,NC24,
2417,NC__,
2417,SKIN,
2417,SM24,
2417,TCHR,
2417,TOT_MORT,
2432,ALL_BUT_MORT,0.0
2432,ANY120,
2432,ANY24,
2432,AXIS,
2432,BRN_,1.0
2432,CRAN,0.0
2432,DP24,
2432,EDEM,1.0
2432,LTRK,
2432,MO24,
2432,MORT,
2432,MUSC,1.0
2432,NC24,
2432,NC__,
2432,SKIN,
2432,SM24,
2432,TCHR,
2432,TOT_MORT,
2467,ALL_BUT_MORT,
2467,ANY120,
2467,ANY24,1.0
2467,AXIS,
2467,BRN_,
2467,CRAN,
2467,DP24,
2467,EDEM,
2467,LTRK,
2467,MO24,1.0
2467,MORT,0.0
2467,MUSC,
2467,NC24,
2467,NC__,
2467,SKIN,
2467,SM24,
2467,TCHR,
2467,TOT_MORT,0.0
2496,ALL_BUT_MORT,
2496,ANY120,
2496,ANY24,
2496,AXIS,
2496,BRN_,
2496,CRAN,
2496,DP24,
2496,EDEM,1.0
2496,LTRK,
2496,MO24,
2496,MORT,1.0
2496,MUSC,
2496,NC24,
2496,NC__,
2496,SKIN,1.0
2496,SM24,
2496,TCHR,
2496,TOT_MORT,1.0
2506,ALL_BUT_MORT,
2506,ANY120,
2506,ANY24,
2506,AXIS,
2506,BRN_,
2506,CRAN,
2506,DP24,
2506,EDEM,
2506,LTRK,
2506,MO24,
2506,MORT,
2506,MUSC,
2506,NC24,
2506,NC__,
2506,SKIN,
2506,SM24,
2506,TCHR,1.0
2506,TOT_MORT,
2509,ALL_BUT_MORT,-1.0
2509,ANY120,-1.0
2509,ANY24,-1.0
2509,AXIS,
2509,BRN_,
2509,CRAN,
2509,DP24,-1.0
2509,EDEM,
2509,LTRK,
2509,MO24,0.0
2509,MORT,-1.0
2509,MUSC,
2509,NC24,
2509,NC__,
2509,SKIN,
2509,SM24,
2509,TCHR,
2509,TOT_MORT,-1.0
2532,ALL_BUT_MORT,0.0
2532,ANY120,0.0
2532,ANY24,0.0
2532,AXIS,0.0
2532,BRN_,0.0
2532,CRAN,0.0
2532,DP24,
2532,EDEM,0.0
2532,LTRK,0.0
2532,MO24,0.0
2532,MORT,0.0
2532,MUSC,
2532,NC24,
2532,NC__,
2532,SKIN,
2532,SM24,
2532,TCHR,1.0
2532,TOT_MORT,0.0
2573,ALL_BUT_MORT,0.0
2573,ANY120,0.0
2573,ANY24,0.0
2573,AXIS,
2573,BRN_,1.0
2573,CRAN,-1.0
2573,DP24,0.0
2573,EDEM,1.0
2573,LTRK,-1.0
2573,MO24,0.0
2573,MORT,0.0
2573,MUSC,1.0
2573,NC24,
2573,NC__,
2573,SKIN,
2573,SM24,
2573,TCHR,
2573,TOT_MORT,0.0
2596,ALL_BUT_MORT,0.0
2596,ANY120,
2596,ANY24,
2596,AXIS,1.0
2596,BRN_,
2596,CRAN,1.0
2596,DP24,
2596,EDEM,
2596,LTRK,1.0
2596,MO24,
2596,MORT,
2596,MUSC,
2596,NC24,
2596,NC__,
2596,SKIN,
2596,SM24,
2596,TCHR,
2596,TOT_MORT,
2601,ALL_BUT_MORT,
2601,ANY120,0.0
2601,ANY24,0.0
2601,AXIS,0.0
2601,BRN_,0.0
2601,CRAN,0.0
2601,DP24,
2601,EDEM,0.0
2601,LTRK,0.0
2601,MO24,0.0
2601,MORT,0.0
2601,MUSC,0.0
2601,NC24,
2601,NC__,1.0
2601,SKIN,
2601,SM24,
2601,TCHR,1.0
2601,TOT_MORT,0.0
2635,ALL_BUT_MORT,
2635,ANY120,0.0
2635,ANY24,1.0
2635,AXIS,1.0
2635,BRN_,1.0
2635,CRAN,1.0
2635,DP24,
2635,EDEM,
2635,LTRK,1.0
2635,MO24,1.0
2635,MORT,1.0
2635,MUSC,1.0
2635,NC24,
2635,NC__,1.0
2635,SKIN,1.0
2635,SM24,
2635,TCHR,1.0
2635,TOT_MORT,0.0
2637,ALL_BUT_MORT,1.0
2637,ANY120,
2637,ANY24,
2637,AXIS,
2637,BRN_,
2637,CRAN,
2637,DP24,
2637,EDEM,
2637,LTRK,1.0
2637,MO24,
2637,MORT,
2637,MUSC,
2637,NC24,
2637,NC__,
2637,SKIN,
2637,SM24,
2637,TCHR,
2637,TOT_MORT,
2638,ALL_BUT_MORT,1.0
2638,ANY120,0.0
2638,ANY24,0.0
2638,AXIS,
2638,BRN_,
2638,CRAN,
2638,DP24,
2638,EDEM,
2638,LTRK,
2638,MO24,0.0
2638,MORT,0.0
2638,MUSC,
2638,NC24,
2638,NC__,
2638,SKIN,
2638,SM24,
2638,TCHR,
2638,TOT_MORT,0.0
2655,ALL_BUT_MORT,1.0
2655,ANY120,1.0
2655,ANY24,1.0
2655,AXIS,
2655,BRN_,
2655,CRAN,1.0
2655,DP24,
2655,EDEM,1.0
2655,LTRK,
2655,MO24,1.0
2655,MORT,1.0
2655,MUSC,1.0
2655,NC24,
2655,NC__,
2655,SKIN,
2655,SM24,
2655,TCHR,
2655,TOT_MORT,1.0
2657,ALL_BUT_MORT,0.0
2657,ANY120,0.0
2657,ANY24,0.0
2657,AXIS,0.0
2657,BRN_,
2657,CRAN,0.0
2657,DP24,0.0
2657,EDEM,0.0
2657,LTRK,
2657,MO24,0.0
2657,MORT,0.0
2657,MUSC,
2657,NC24,
2657,NC__,
2657,SKIN,
2657,SM24,
2657,TCHR,
2657,TOT_MORT,0.0
2661,ALL_BUT_MORT,
2661,ANY120,
2661,ANY24,
2661,AXIS,
2661,BRN_,
2661,CRAN,
2661,DP24,
2661,EDEM,
2661,LTRK,
2661,MO24,
2661,MORT,
2661,MUSC,
2661,NC24,
2661,NC__,
2661,SKIN,
2661,SM24,
2661,TCHR,
2661,TOT_MORT,
2686,ALL_BUT_MORT,
2686,ANY120,0.0
2686,ANY24,
2686,AXIS,
2686,BRN_,
2686,CRAN,
2686,DP24,
2686,EDEM,
2686,LTRK,
2686,MO24,
2686,MORT,0.0
2686,MUSC,
2686,NC24,
2686,NC__,
2686,SKIN,
2686,SM24,
2686,TCHR,0.0
2686,TOT_MORT,0.0
2688,ALL_BUT_MORT,
2688,ANY120,
2688,ANY24,
2688,AXIS,
2688,BRN_,
2688,CRAN,
2688,DP24,
2688,EDEM,
2688,LTRK,
2688,MO24,
2688,MORT,
2688,MUSC,
2688,NC24,
2688,NC__,
2688,SKIN,
2688,SM24,
2688,TCHR,
2688,TOT_MORT,
2691,ALL_BUT_MORT,0.0
2691,ANY120,0.0
2691,ANY24,0.0
2691,AXIS,0.0
2691,BRN_,1.0
2691,CRAN,1.0
2691,DP24,1.0
2691,EDEM,0.0
2691,LTRK,0.0
2691,MO24,1.0
2691,MORT,0.0
2691,MUSC,
2691,NC24,
2691,NC__,
2691,SKIN,1.0
2691,SM24,
2691,TCHR,1.0
2691,TOT_MORT,0.0
2706,ALL_BUT_MORT,0.0
2706,ANY120,0.0
2706,ANY24,1.0
2706,AXIS,0.0
2706,BRN_,1.0
2706,CRAN,1.0
2706,DP24,
2706,EDEM,1.0
2706,LTRK,0.0
2706,MO24,0.0
2706,MORT,0.0
2706,MUSC,1.0
2706,NC24,
2706,NC__,1.0
2706,SKIN,
2706,SM24,
2706,TCHR,1.0
2706,TOT_MORT,0.0
2723,ALL_BUT_MORT,
2723,ANY120,
2723,ANY24,
2723,AXIS,
2723,BRN_,1.0
2723,CRAN,1.0
2723,DP24,
2723,EDEM,
2723,LTRK,1.0
2723,MO24,1.0
2723,MORT,
2723,MUSC,1.0
2723,NC24,
2723,NC__,1.0
2723,SKIN,1.0
2723,SM24,
2723,TCHR,1.0
2723,TOT_MORT,
2726,ALL_BUT_MORT,0.0
2726,ANY120,0.0
2726,ANY24,0.0
2726,AXIS,0.0
2726,BRN_,0.0
2726,CRAN,0.0
2726,DP24,1.0
2726,EDEM,0.0
2726,LTRK,0.0
2726,MO24,
2726,MORT,0.0
2726,MUSC,0.0
2726,NC24,
2726,NC__,
2726,SKIN,0.0
2726,SM24,
2726,TCHR,0.0
2726,TOT_MORT,0.0
2739,ALL_BUT_MORT,0.0
2739,ANY120,0.0
2739,ANY24,1.0
2739,AXIS,0.0
2739,BRN_,0.0
2739,CRAN,
2739,DP24,0.0
2739,EDEM,0.0
2739,LTRK,0.0
2739,MO24,
2739,MORT,0.0
2739,MUSC,
2739,NC24,
2739,NC__,
2739,SKIN,
2739,SM24,
2739,TCHR,0.0
2739,TOT_MORT,1.0
2740,ALL_BUT_MORT,
2740,ANY120,0.0
2740,ANY24,0.0
2740,AXIS,0.0
2740,BRN_,0.0
2740,CRAN,0.0
2740,DP24,
2740,EDEM,0.0
2740,LTRK,0.0
2740,MO24,0.0
2740,MORT,0.0
2740,MUSC,0.0
2740,NC24,
2740,NC__,1.0
2740,SKIN,
2740,SM24,
2740,TCHR,
2740,TOT_MORT,0.0
2743,ALL_BUT_MORT,
2743,ANY120,
2743,ANY24,
2743,AXIS,
2743,BRN_,
2743,CRAN,
2743,DP24,
2743,EDEM,
2743,LTRK,
2743,MO24,
2743,MORT,
2743,MUSC,
2743,NC24,
2743,NC__,
2743,SKIN,
2743,SM24,
2743,TCHR,
2743,TOT_MORT,
2751,ALL_BUT_MORT,0.0
2751,ANY120,0.0
2751,ANY24,1.0
2751,AXIS,1.0
2751,BRN_,1.0
2751,CRAN,1.0
2751,DP24,1.0
2751,EDEM,1.0
2751,LTRK,1.0
2751,MO24,1.0
2751,MORT,1.0
2751,MUSC,
2751,NC24,
2751,NC__,
2751,SKIN,
2751,SM24,
2751,TCHR,1.0
2751,TOT_MORT,1.0
2752,ALL_BUT_MORT,
2752,ANY120,0.0
2752,ANY24,
2752,AXIS,1.0
2752,BRN_,1.0
2752,CRAN,1.0
2752,DP24,
2752,EDEM,1.0
2752,LTRK,1.0
2752,MO24,
2752,MORT,0.0
2752,MUSC,1.0
2752,NC24,
2752,NC__,
2752,SKIN,1.0
2752,SM24,
2752,TCHR,1.0
2752,TOT_MORT,0.0
2770,ALL_BUT_MORT,1.0
2770,ANY120,
2770,ANY24,1.0
2770,AXIS,
2770,BRN_,1.0
2770,CRAN,1.0
2770,DP24,1.0
2770,EDEM,1.0
2770,LTRK,1.0
2770,MO24,
2770,MORT,
2770,MUSC,1.0
2770,NC24,
2770,NC__,1.0
2770,SKIN,1.0
2770,SM24,
2770,TCHR,1.0
2770,TOT_MORT,
2772,ALL_BUT_MORT,
2772,ANY120,
2772,ANY24,1.0
2772,AXIS,
2772,BRN_,
2772,CRAN,
2772,DP24,
2772,EDEM,
2772,LTRK,1.0
2772,MO24,
2772,MORT,
2772,MUSC,
2772,NC24,
2772,NC__,
2772,SKIN,
2772,SM24,
2772,TCHR,
2772,TOT_MORT,
2774,ALL_BUT_MORT,0.0
2774,ANY120,0.0
2774,ANY24,0.0
2774,AXIS,0.0
2774,BRN_,0.0
2774,CRAN,0.0
2774,DP24,0.0
2774,EDEM,0.0
2774,LTRK,
2774,MO24,0.0
2774,MORT,0.0
2774,MUSC,1.0
2774,NC24,0.0
2774,NC__,
2774,SKIN,
2774,SM24,0.0
2774,TCHR,1.0
2774,TOT_MORT,0.0
2778,ALL_BUT_MORT,0.0
2778,ANY120,0.0
2778,ANY24,0.0
2778,AXIS,0.0
2778,BRN_,0.0
2778,CRAN,0.0
2778,DP24,0.0
2778,EDEM,0.0
2778,LTRK,0.0
2778,MO24,1.0
2778,MORT,
2778,MUSC,0.0
2778,NC24,
2778,NC__,
2778,SKIN,
2778,SM24,
2778,TCHR,
2778,TOT_MORT,1.0
2813,ALL_BUT_MORT,
2813,ANY120,0.0
2813,ANY24,0.0
2813,AXIS,1.0
2813,BRN_,0.0
2813,CRAN,1.0
2813,DP24,
2813,EDEM,0.0
2813,LTRK,1.0
2813,MO24,0.0
2813,MORT,0.0
2813,MUSC,
2813,NC24,
2813,NC__,
2813,SKIN,
2813,SM24,
2813,TCHR,1.0
2813,TOT_MORT,0.0
2827,ALL_BUT_MORT,
2827,ANY120,
2827,ANY24,
2827,AXIS,
2827,BRN_,
2827,CRAN,
2827,DP24,
2827,EDEM,
2827,LTRK,
2827,MO24,1.0
2827,MORT,
2827,MUSC,
2827,NC24,
2827,NC__,
2827,SKIN,
2827,SM24,
2827,TCHR,
2827,TOT_MORT,
2849,ALL_BUT_MORT,
2849,ANY120,
2849,ANY24,
2849,AXIS,
2849,BRN_,
2849,CRAN,
2849,DP24,
2849,EDEM,
2849,LTRK,
2849,MO24,
2849,MORT,
2849,MUSC,
2849,NC24,
2849,NC__,
2849,SKIN,
2849,SM24,
2849,TCHR,0.0
2849,TOT_MORT,
2877,ALL_BUT_MORT,1.0
2877,ANY120,
2877,ANY24,
2877,AXIS,1.0
2877,BRN_,1.0
2877,CRAN,1.0
2877,DP24,1.0
2877,EDEM,1.0
2877,LTRK,1.0
2877,MO24,
2877,MORT,
2877,MUSC,1.0
2877,NC24,
2877,NC__,
2877,SKIN,
2877,SM24,
2877,TCHR,
2877,TOT_MORT,
2886,ALL_BUT_MORT,
2886,ANY120,1.0
2886,ANY24,1.0
2886,AXIS,1.0
2886,BRN_,1.0
2886,CRAN,1.0
2886,DP24,
2886,EDEM,
2886,LTRK,1.0
2886,MO24,1.0
2886,MORT,1.0
2886,MUSC,1.0
2886,NC24,
2886,NC__,
2886,SKIN,
2886,SM24,
2886,TCHR,1.0
2886,TOT_MORT,1.0
2893,ALL_BUT_MORT,
2893,ANY120,
2893,ANY24,
2893,AXIS,
2893,BRN_,
2893,CRAN,
2893,DP24,
2893,EDEM,
2893,LTRK,
2893,MO24,
2893,MORT,
2893,MUSC,
2893,NC24,
2893,NC__,
2893,SKIN,
2893,SM24,
2893,TCHR,
2893,TOT_MORT,
2896,ALL_BUT_MORT,0.0
2896,ANY120,0.0
2896,ANY24,0.0
2896,AXIS,0.0
2896,BRN_,0.0
2896,CRAN,0.0
2896,DP24,0.0
2896,EDEM,0.0
2896,LTRK,0.0
2896,MO24,0.0
2896,MORT,0.0
2896,MUSC,1.0
2896,NC24,
2896,NC__,1.0
2896,SKIN,1.0
2896,SM24,
2896,TCHR,0.0
2896,TOT_MORT,0.0
2915,ALL_BUT_MORT,0.0
2915,ANY120,0.0
2915,ANY24,0.0
2915,AXIS,0.0
2915,BRN_,0.0
2915,CRAN,0.0
2915,DP24,0.0
2915,EDEM,0.0
2915,LTRK,0.0
2915,MO24,1.0
2915,MORT,0.0
2915,MUSC,0.0
2915,NC24,
2915,NC__,
2915,SKIN,
2915,SM24,
2915,TCHR,0.0
2915,TOT_MORT,0.0
2960,ALL_BUT_MORT,1.0
2960,ANY120,
2960,ANY24,
2960,AXIS,
2960,BRN_,
2960,CRAN,1.0
2960,DP24,1.0
2960,EDEM,
2960,LTRK,0.0
2960,MO24,
2960,MORT,
2960,MUSC,
2960,NC24,
2960,NC__,
