"cas_number","zf.cid","Chemical_ID","chemical_class"
"786-19-6","",10048,""
"470-90-6","",10049,""
"5836-10-2","",10050,""
"5103-73-1","",10051,""
"7700-17-6","",10052,""
"5989-27-5","",10053,""
"319-86-8","",10054,""
"126-75-0","",10055,""
"2303-16-4","",10056,""
"192-65-4","",10057,""
"117-80-6","",10058,""
"115-90-2","",10059,""
"101-42-8","",10060,""
"33245-39-5","",10061,""
"5103-74-2","",10062,""
"465-73-6","",10063,""
"21609-90-5","",10064,""
"150-50-5","",10065,""
"2032-65-7","",10066,""
"950-35-6","",10067,""
"152-16-9","",10068,""
"13171-21-6","",10069,""
"2631-37-0","",10070,""
"1918-16-7","",10071,""
"122-42-9","",10072,""
"34643-46-4","",10073,""
"299-84-3","",10074,""
"297-97-2","",10075,""
"39300-45-3","",10076,""
"6988-21-2","",10077,""
"957-51-7","",10078,""
"2497-06-5","",10079,""
"33213-65-9","",10080,""
"1031-07-8","",10081,""
"7421-93-4","",10082,""
"53494-70-5","",10083,""
"52-85-7","",10084,""
"118-74-1","",10085,""
"27304-13-8","",10086,""
"1114-71-2","",10087,""
"608-93-5","",10088,""
"26259-45-0","",10089,""
"1014-70-6","",10090,""
"3689-24-5","",10091,""
"35400-43-2","",10092,""
"1918-18-9","",10093,""
"95-06-7","",10094,""
"886-50-0","",10095,""
"107-49-3","",10096,""
"39765-80-5","",10097,""
"78-32-0","",10098,""
"327-98-0","",10099,""
"41814-78-2","",10100,""
"16605-91-7","",10101,""
"92-86-4","",10102,""
"626-15-3","",10103,""
"29973-13-5","",10104,""
"2179-25-1","",10105,""
"959-98-8","",10106,""
"60145-21-3","",10107,""
"52663-69-1","",10108,""
"35065-30-6","",10109,""
"74472-42-7","",10110,""
"35065-28-2","",10111,""
"38380-07-3","",10112,""
"32598-14-4","",10113,""
"38380-01-7","",10114,""
"52663-62-4","",10115,""
"38444-90-5","",10116,""
"41411-63-6","",10117,""
"41464-40-8","",10118,""
"35065-29-3","",10119,""
"38380-08-4","",10120,""
"37680-73-2","",10121,""
"35693-99-3","",10122,""
"33284-50-3","",10123,""
"74472-37-0","",10124,""
"197-70-6","",10125,""
"34883-43-7","",10126,""
"7012-37-5","",10127,""
"41464-39-5","",10128,""
"33025-41-1","",10129,""
"32598-11-1","",10130,""
"32690-93-0","",10131,""
"38380-02-8","",10132,""
"52663-64-6","",10133,""
"39635-31-9","",10134,""
"72-56-0","",10135,""
"2642-71-9","",10136,""
"2050-68-2","",10137,""
"51630-58-1","",10138,""
"37680-65-2","",10139,""
"32598-10-0","",10140,""
"38380-03-9","",10141,""
"51908-16-8","",10142,""
"38380-04-0","",10143,""
"52663-63-5","",10144,""
"52663-70-4","",10145,""
"35694-08-7","",10146,""
"2052-07-5","",10147,""
"41318-75-6","",10148,""
"243982-82-3","",10149,""
"16606-02-3","",10150,""
"70362-45-7","",10151,""
"41464-43-1","",10152,""
"52663-61-3","",10153,""
"52663-66-8","",10154,""
"69782-90-7","",10155,""
"52663-72-6","",10156,""
"52663-67-9","",10157,""
"2136-99-4","",10158,""
"69806-40-2","",10159,""
"4640-01-1","",10160,""
"58580-14-6","",10161,""
"112143-82-5","",10162,""
"58580-13-5","",10163,""
"174514-07-9","",10164,""
"133408-50-1","",10165,""
"6552-21-2","",10166,""
"999007-03-3","",10167,""
"140923-25-7","",10168,""
"3988-03-2","",10169,""
"142534-71-2","",10170,""
"81405-85-8","",10171,""
"120068-36-2","",10172,""
"41483-43-6","",10173,""
"130000-40-7","",10174,""
"143390-89-0","",10175,""
"6132-17-8","",10176,""
"104030-54-8","",10177,""
"122453-73-0","",10178,""
"180409-60-3","",10179,""
"115852-48-7","",10180,""
"3761-42-0","",10181,""
"74070-46-5","",10182,""
"14255-72-2","",10183,""
"7082-99-7","",10184,""
"59080-37-4","",10185,""
"163520-33-0","",10186,""
"58810-48-3","",10187,""
"121-21-1","",10188,""
"2132-70-9","",10189,""
"63837-33-2","",10190,""
"136191-64-5","",10191,""
"66860-80-8","",10192,""
"135590-91-9","",10193,""
"74738-17-3","",10194,""
"283594-90-1","",10195,""
"31972-43-7","",10196,""
"116255-48-2","",10197,""
"31972-44-8","",10198,""
"131086-42-5","",10199,""
"149961-52-4","",10200,""
"117-83-9","",10201,""
"137641-05-5","",10202,""
"99607-70-2","",10203,""
"125116-23-6","",10204,""
"120928-09-8","",10205,""
"64249-01-0","",10206,""
"103112-35-2","",10207,""
"51186-88-0","",10208,""
"154159-06-5","",10209,""
"26046-85-5","",10210,""
"84-62-8","",10211,""
"299-45-6","",10212,""
"96525-23-4","",10213,""
"52570-16-8","",10214,""
"3861-47-0","",10215,""
"1420-06-0","",10216,""
"135186-78-6","",10217,""
"101007-06-1","",10218,""
"77501-90-7","",10219,""
"82560-54-1","",10220,""
"89784-60-1","",10221,""
"220899-03-6","",10222,""
"3118-97-6","",10223,""
"136426-54-5","",10224,""
"999008-03-6","",10225,""
"125306-83-4","",10226,""
"61576-99-6","",10227,""
"111872-58-3","",10228,""
"121227-99-4","",10229,""
"57960-19-7","",10230,""
"105024-66-6","",10231,""
"105779-78-0","",10232,""
"84-76-4","",10233,""
"129558-76-5","",10234,""
"142891-20-1","",10235,""
"98-53-3","",10236,""
"29878-31-7","",10237,""
"125225-28-7","",10238,""
"23576-24-1","",10239,""
"54406-48-3","",10240,""
"82-66-6","",10241,""
"71561-11-0","",10242,""
"3766-81-2","",10243,""
"1746-81-2","",10244,""
"4658-28-0","",10245,""
"80-06-8","",10246,""
"39515-40-7","",10247,""
"1229-55-6","",10248,""
"139920-32-4","",10249,""
"229977-93-9","",10250,""
"121776-33-8","",10251,""
"91465-08-6","",10252,""
"86598-92-7","",10253,""
"199338-48-2","",10254,""
"158474-72-7","",10255,""
"4466-14-2","",10256,""
"25402-06-6","",10257,""
"121-20-0","",10258,""
"1172-63-0","",10259,""
"121-29-9","",10260,""
"28044-83-9","",10261,""
"71363-52-5","",10262,""
"3067-13-8","",10263,""
"65199-11-3","",10264,""
"999051-03-5","",10265,""
"999043-03-7","",10266,""
"999040-03-8","",10267,""
"65733-16-6","",10268,""
"999049-03-5","",10269,""
"999048-03-2","",10270,""
"999037-03-5","",10271,""
"999038-03-8","",10272,""
"999050-03-2","",10273,""
"999039-03-1","",10274,""
"999034-03-6","",10275,""
"999027-03-1","",10276,""
"61949-76-6","",10277,""
"84-54-8","",10278,""
"999028-03-4","",10279,""
"999029-03-7","",10280,""
"999030-03-4","",10281,""
"104-12-1","",10282,""
"367-21-5","",10283,""
"99-88-7","",10284,""
"99-49-0","",10285,""
"24549-06-2","",10286,""
"3964-56-5","",10287,""
"591-27-5","",10288,""
"95-69-2","",10289,""
"106-40-1","",10290,""
"1563-38-8","",10291,""
"102-36-3","",10292,""
"87-40-1","",10293,""
"50375-10-5","",10294,""
"626-39-1","",10295,""
"5345-54-0","",10296,""
"85-41-6","",10297,""
"27813-21-4","",10298,""
"33704-61-9","",10299,""
"636-30-6","",10300,""
"98-10-2","",10301,""
"2655-14-3","",10302,""
"136-85-6","",10303,""
"55440-55-6","",10304,""
"2600-69-3","",10305,""
"607-99-8","",10306,""
"4710-17-2","",10307,""
"16954-69-1","",10308,""
"6190-65-4","",10309,""
"879-39-0","",10310,""
"3811-49-2","",10311,""
"2008-58-4","",10312,""
"30125-63-4","",10313,""
"95465-99-9","",10314,""
"3740-92-9","",10315,""
"13171-00-1","",10316,""
"41205-21-4","",10317,""
"37019-18-4","",10318,""
"66840-71-9","",10319,""
"4228-88-0","",10320,""
"15323-35-0","",10321,""
"120-51-4","",10322,""
"8065-36-9","",10323,""
"3734-48-3","",10324,""
"771-51-7","",10325,""
"502-72-7","",10326,""
"4147-57-3","",10327,""
"6108-10-7","",10328,""
"106-02-5","",10329,""
"495-48-7","",10330,""
"83-66-9","",10331,""
"1929-87-9","",10332,""
"34849-42-8","",10333,""
"98730-04-2","",10334,""
"68140-48-7","",10335,""
"101-76-8","",10336,""
"3983-45-7","",10337,""
"175217-20-6","",10338,""
"81-15-2","",10339,""
"1506-02-1","",10340,""
"41096-46-2","",10341,""
"2255-17-6","",10342,""
"26244-33-7","",10343,""
"56425-91-3","",10344,""
"116-66-5","",10345,""
"149508-90-7","",10346,""
"61676-87-7","",10347,""
"999003-03-1","",10348,""
"118712-89-3","",10349,""
"86763-47-5","",10350,""
"130336-40-2","",10351,""
"127-90-2","",10352,""
"205650-65-3","",10353,""
"52888-80-9","",10354,""
"85-29-0","",10355,""
"67306-00-7","",10356,""
"34622-58-7","",10357,""
"145-39-1","",10358,""
"1825-19-0","",10359,""
"39811-17-1","",10360,""
"76608-88-3","",10361,""
"2588-05-8","",10362,""
"56070-15-6","",10363,""
"14214-32-5","",10364,""
"2588-04-7","",10365,""
"63-74-1","",10366,""
"81-14-1","",10367,""
"40341-04-6","",10368,""
"24353-61-5","",10369,""
"31120-85-1","",10370,""
"30043-49-3","",10371,""
"2550-75-6","",10372,""
"56070-16-7","",10373,""
"18708-87-7","",10374,""
"120067-83-6","",10375,""
"61432-55-1","",10376,""
"28159-98-0","",10377,""
"18708-86-6","",10378,""
"19480-43-4","",10379,""
"999006-03-0","",10380,""
"113614-08-7","",10381,""
"1022-22-6","",10382,""
"7292-16-2","",10383,""
"62850-32-2","",10384,""
"70193-21-4","",10385,""
"80-33-1","",10386,""
"18181-70-9","",10387,""
"36335-67-8","",10388,""
"38727-55-8","",10389,""
"15457-05-3","",10390,""
"50512-35-1","",10391,""
"83657-17-4","",10392,""
"51218-49-6","",10393,""
"37893-02-0","",10394,""
"75736-33-3","",10395,""
"41394-05-2","",10396,""
"60207-31-0","",10397,""
"52756-25-9","",10398,""
"841-06-5","",10399,""
"64470-88-8","",10400,""
"136-25-4","",10401,""
"18854-01-8","",10402,""
"12771-68-5","",10403,""
"485-31-4","",10404,""
"50594-67-7","",10405,""
"3761-41-9","",10406,""
"69581-33-5","",10407,""
"2635-10-1","",10408,""
"60207-93-4","",10409,""
"52756-22-6","",10410,""
"77732-09-3","",10411,""
"1031-47-6","",10412,""
"2227-13-6","",10413,""
"60238-56-4","",10414,""
"14255-88-0","",10415,""
"55814-41-0","",10416,""
"24017-47-8","",10417,""
"1836-77-7","",10418,""
"51207-31-9","",10419,""
"71626-11-4","",10420,""
"17109-49-8","",10421,""
"13067-93-1","",10422,""
"1689-99-2","",10423,""
"2164-08-1","",10424,""
"3478-94-2","",10425,""
"63284-71-9","",10426,""
"96491-05-3","",10427,""
"83164-33-4","",10428,""
"5259-88-1","",10429,""
"28434-01-7","",10430,""
"106325-08-0","",10431,""
"31251-03-3","",10432,""
"4726-14-1","",10433,""
"88678-67-5","",10434,""
"22212-55-1","",10435,""
"97-23-4","",10436,""
"87-82-1","",10437,""
"119-12-0","",10438,""
"25006-32-0","",10439,""
"29185-21-5","",10440,""
"78-57-9","",10441,""
"18181-80-1","",10442,""
"24151-93-7","",10443,""
"2275-14-1","",10444,""
"42576-02-3","",10445,""
"84-61-7","",10446,""
"999053-03-1","",10447,""
"116-29-0","",10448,""
"26002-80-2","",10449,""
"65907-30-4","",10450,""
"73250-68-7","",10451,""
"68085-85-8","",10452,""
"13457-18-6","",10453,""
"10311-84-9","",10454,""
"55179-31-2","",10455,""
"78-34-2","",10456,""
"70124-77-5","",10457,""
"491-80-5","",10458,""
"362-05-0","",10459,""
"55512-33-9","",10460,""
"102851-06-9","",10461,""
"3383-96-8","",10462,""
"98-16-8","",10463,""
"103-41-3","",10464,""
"122-40-7","",10465,""
"79-77-6","",10466,""
"127-41-3","",10467,""
"101-85-9","",10468,""
"118-58-1","",10469,""
"107-75-5","",10470,""
"104-55-2","",10471,""
"104-54-1","",10472,""
"80-54-6","",10473,""
"31906-04-4","",10474,""
"111-12-6","",10475,""
"135-88-6","",10476,""
"90-30-2","",10477,""
"2440-22-4","",10478,""
"128-37-0","",10479,""
"97-02-9","",10480,""
"95-51-2","",10481,""
"121-87-9","",10482,""
"89-63-4","",10483,""
"3531-19-9","",10484,""
"827-94-1","",10485,""
"1817-73-8","",10486,""
"2081-08-5","",10487,""
"92-69-3","",10488,""
"95-56-7","",10489,""
"92-04-6","",10490,""
"609-19-8","",10491,""
"108-43-0","",10492,""
"554-84-7","",10493,""
"580-51-8","",10494,""
"1570-64-5","",10495,""
"622-62-8","",10496,""
"554-00-7","",10497,""
"95-82-9","",10498,""
"87-59-2","",10499,""
"95-78-3","",10500,""
"24544-04-5","",10501,""
"578-54-1","",10502,""
"643-28-7","",10503,""
"697-82-5","",10504,""
"583-78-8","",10505,""
"489-01-0","",10506,""
"91-10-1","",10507,""
"87-26-3","",10508,""
"94-86-0","",10509,""
"90-00-6","",10510,""
"644-35-9","",10511,""
"99-07-0","",10512,""
"108-68-9","",10513,""
"620-17-7","",10514,""
"150-19-6","",10515,""
"585-34-2","",10516,""
"5930-28-9","",10517,""
"1638-22-8","",10518,""
"99-89-8","",10519,""
"634-93-5","",10520,""
"95-64-7","",10521,""
"108-69-0","",10522,""
"133-53-9","",10523,""
"526-75-0","",10524,""
"609-23-4","",10525,""
"88-27-7","",10526,""
"4130-42-1","",10527,""
"95-85-2","",10528,""
"95-84-1","",10529,""
"95-55-6","",10530,""
"615-74-7","",10531,""
"94-71-3","",10532,""
"88-69-7","",10533,""
"93-51-6","",10534,""
"90-05-1","",10535,""
"91-68-9","",10536,""
"123-30-8","",10537,""
"101-53-1","",10538,""
"88-04-0","",10539,""
"123-07-9","",10540,""
"150-76-5","",10541,""
"119-33-5","",10542,""
"95-32-9","",10543,""
"95-33-0","",10544,""
"102-77-2","",10545,""
"95-16-9","",10546,""
"6265-91-4","",10547,""
"4074-77-5","",10548,""
"4602-84-0","",10549,""
"147217-75-2","",10550,""
"189084-61-5","",10551,""
"189084-63-7","",10552,""
"182346-21-0","",10553,""
"189084-64-8","",10554,""
"35854-94-5","",10555,""
"70424-68-9","",10556,""
"38380-05-1","",10557,""
"74472-34-7","",10558,""
"74472-44-9","",10559,""
"2051-60-7","",10560,""
"2051-61-8","",10561,""
"2051-62-9","",10562,""
"13029-08-8","",10563,""
"25569-80-6","",10564,""
"34883-39-1","",10565,""
"33146-45-1","",10566,""
"2050-67-1","",10567,""
"2974-92-7","",10568,""
"2974-90-5","",10569,""
"34883-41-5","",10570,""
"38444-78-9","",10571,""
"37680-66-3","",10572,""
"38444-73-4","",10573,""
"38444-84-7","",10574,""
"55702-46-0","",10575,""
"38444-85-8","",10576,""
"55720-44-0","",10577,""
"55702-45-9","",10578,""
"55712-37-3","",10579,""
"38444-81-4","",10580,""
"38444-76-7","",10581,""
"15862-07-4","",10582,""
"35693-92-6","",10583,""
"38444-77-8","",10584,""
"38444-86-9","",10585,""
"37680-68-5","",10586,""
"37680-69-6","",10587,""
"38444-87-0","",10588,""
"53555-66-1","",10589,""
"38444-88-1","",10590,""
"38444-93-8","",10591,""
"52663-59-9","",10592,""
"36559-22-5","",10593,""
"70362-46-8","",10594,""
"41464-47-5","",10595,""
"2437-79-8","",10596,""
"70362-47-9","",10597,""
"62796-65-0","",10598,""
"68194-04-7","",10599,""
"41464-41-9","",10600,""
"15968-05-5","",10601,""
"74338-24-2","",10602,""
"70424-67-8","",10603,""
"41464-49-7","",10604,""
"74472-33-6","",10605,""
"33284-53-6","",10606,""
"54230-22-7","",10607,""
"52663-58-8","",10608,""
"33284-54-7","",10609,""
"73575-53-8","",10610,""
"73575-52-7","",10611,""
"60233-24-1","",10612,""
"41464-46-4","",10613,""
"41464-42-0","",10614,""
"74338-23-1","",10615,""
"32598-12-2","",10616,""
"70362-48-0","",10617,""
"70362-49-1","",10618,""
"41464-48-6","",10619,""
"33284-52-5","",10620,""
"70362-50-4","",10621,""
"60145-20-2","",10622,""
"52663-60-2","",10623,""
"65510-45-4","",10624,""
"55312-69-1","",10625,""
"55215-17-3","",10626,""
"73575-57-2","",10627,""
"60712-44-9","",10628,""
"2539-17-5","",10629,""
"19463-48-0","",10630,""
"18268-76-3","",10631,""
"18268-69-4","",10632,""
"76341-69-0","",10633,""
"76330-06-8","",10634,""
"2539-26-6","",10635,""
"2138-22-9","",10636,""
"3978-67-4","",10637,""
"14324-55-1","",10638,""
"13927-77-0","",10639,""
"51452-87-0","",10640,""
"147217-72-9","",10641,""
"337513-66-3","",10642,""
"147217-73-0","",10643,""
"337513-67-4","",10644,""
"337513-75-4","",10645,""
"337513-53-8","",10646,""
"65075-08-3","",10647,""
"446254-23-5","",10648,""
"189084-57-9","",10649,""
"446254-33-7","",10650,""
"327185-09-1","",10651,""
"446254-55-3","",10652,""
"446254-56-4","",10653,""
"446254-67-7","",10654,""
"446254-71-3","",10655,""
"446254-78-0","",10656,""
"446254-86-0","",10657,""
"182677-28-7","",10658,""
"446254-98-4","",10659,""
"446255-00-1","",10660,""
"446255-11-4","",10661,""
"405237-86-7","",10662,""
"446255-50-1","",10663,""
"39227-53-7","",10664,""
"39227-54-8","",10665,""
"54536-18-4","",10666,""
"29446-15-9","",10667,""
"38964-22-6","",10668,""
"35822-46-9","",10669,""
"58200-70-7","",10670,""
"58200-66-1","",10671,""
"39227-28-6","",10672,""
"19408-74-3","",10673,""
"3268-87-9","",10674,""
"39227-61-7","",10675,""
"40321-76-4","",10676,""
"54536-17-3","",10677,""
"39227-58-2","",10678,""
"82306-65-8","",10679,""
"33857-28-2","",10680,""
"30746-58-8","",10681,""
"34816-53-0","",10682,""
"50585-46-1","",10683,""
"33423-92-6","",10684,""
"116889-69-1","",10685,""
"116889-70-4","",10686,""
"67323-56-2","",10687,""
"51230-49-0","",10688,""
"74992-96-4","",10689,""
"5409-83-6","",10690,""
"38998-75-3","",10691,""
"55684-94-1","",10692,""
"57117-41-6","",10693,""
"24478-72-6","",10694,""
"30402-14-3","",10695,""
"54589-71-8","",10696,""
"2303-23-3","",10697,""
"39145-48-7","",10698,""
"50585-39-2","",10699,""
"57653-85-7","",10700,""
"262-12-4","",10701,""
"54536-19-5","",10702,""
"38178-38-0","",10703,""
"33857-26-0","",10704,""
"262-16-8","",10705,""
"39227-62-8","",10706,""
"71925-18-3","",10707,""
"58802-08-7","",10708,""
"71998-76-0","",10709,""
"50585-41-6","",10710,""
"41903-57-5","",10711,""
"39001-02-0","",10712,""
"1836-74-4","",10713,""
"82239-20-1","",10714,""
"2671-93-4","",10715,""
"2093-28-9","",10716,""
"22532-80-5","",10717,""
"21105-77-1","",10718,""
"620-88-2","",10719,""
"142022-61-5","",10720,""
"142022-59-1","",10721,""
"142022-58-0","",10722,""
"22532-68-9","",10723,""
"20566-35-2","",10724,""
"105-95-3","",10725,""
"78-70-6","",10726,""
"105-13-5","",10727,""
"999042-03-4","",10728,""
"999041-03-1","",10729,""
"999044-03-0","",10730,""
"999036-03-2","",10731,""
"999016-03-4","",10732,""
"999017-03-7","",10733,""
"999026-03-8","",10734,""
"999018-03-0","",10735,""
"999023-03-9","",10736,""
"999022-03-6","",10737,""
"999020-03-0","",10738,""
"999009-03-9","",10739,""
"999019-03-3","",10740,""
"999024-03-2","",10741,""
"999013-03-5","",10742,""
"68194-07-0","",10743,""
"68194-05-8","",10744,""
"73575-56-1","",10745,""
"73575-55-0","",10746,""
"73575-54-9","",10747,""
"41464-51-1","",10748,""
"68194-06-9","",10749,""
"56558-16-8","",10750,""
"70424-69-0","",10751,""
"70362-41-3","",10752,""
"74472-35-8","",10753,""
"39635-32-0","",10754,""
"74472-36-9","",10755,""
"68194-10-5","",10756,""
"74472-38-1","",10757,""
"18259-05-7","",10758,""
"68194-11-6","",10759,""
"56558-17-9","",10760,""
"68194-12-7","",10761,""
"56558-18-0","",10762,""
"76842-07-4","",10763,""
"65510-44-3","",10764,""
"70424-70-3","",10765,""
"74472-39-2","",10766,""
"39635-33-1","",10767,""
"55215-18-4","",10768,""
"61798-70-7","",10769,""
"35694-04-3","",10770,""
"52704-70-8","",10771,""
"52744-13-5","",10772,""
"35694-06-5","",10773,""
"56030-56-9","",10774,""
"59291-64-4","",10775,""
"52712-04-6","",10776,""
"41411-61-4","",10777,""
"68194-15-0","",10778,""
"68194-14-9","",10779,""
"74472-40-5","",10780,""
"68194-13-8","",10781,""
"74472-41-6","",10782,""
"68194-08-1","",10783,""
"68194-09-2","",10784,""
"60145-22-4","",10785,""
"33979-03-2","",10786,""
"39635-35-3","",10787,""
"41411-62-5","",10788,""
"74472-43-8","",10789,""
"39635-34-2","",10790,""
"74472-45-0","",10791,""
"74472-46-1","",10792,""
"59291-65-5","",10793,""
"52663-71-5","",10794,""
"52663-74-8","",10795,""
"68194-16-1","",10796,""
"38411-25-5","",10797,""
"40186-70-7","",10798,""
"52663-65-7","",10799,""
"74472-47-2","",10800,""
"60145-23-5","",10801,""
"74472-48-3","",10802,""
"52712-05-7","",10803,""
"74472-49-4","",10804,""
"74487-85-7","",10805,""
"41411-64-7","",10806,""
"74472-50-7","",10807,""
"74472-51-8","",10808,""
"69782-91-8","",10809,""
"52663-78-2","",10810,""
"42740-50-1","",10811,""
"33091-17-7","",10812,""
"68194-17-2","",10813,""
"52663-75-9","",10814,""
"52663-73-7","",10815,""
"52663-76-0","",10816,""
"74472-52-9","",10817,""
"74472-53-0","",10818,""
"40186-72-9","",10819,""
"52663-79-3","",10820,""
"52663-77-1","",10821,""
"77-73-6","",10822,""
"115-26-4","",10823,""
"95-68-1","",10824,""
"2941-55-1","",10825,""
"108-42-9","",10826,""
"94-96-2","",10827,""
"93-71-0","",10828,""
"933-78-8","",10829,""
"37764-25-3","",10830,""
"122-59-8","",10831,""
"24579-73-5","",10832,""
"940-31-8","",10833,""
"626-43-7","",10834,""
"24934-91-6","",10835,""
"1129-41-5","",10836,""
"25013-16-5","",10837,""
"62610-77-9","",10838,""
"535-89-7","",10839,""
"6597-78-0","",10840,""
"112-56-1","",10841,""
"3547-33-9","",10842,""
"2631-40-5","",10843,""
"8065-62-1","",10844,""
"935-95-5","",10845,""
"23844-56-6","",10846,""
"4901-51-3","",10847,""
"2436-73-9","",10848,""
"23560-59-0","",10849,""
"14437-17-3","",10850,""
"1113-02-6","",10851,""
"117-18-0","",10852,""
"57153-17-0","",10853,""
"919-86-8","",10854,""
"1928-38-7","",10855,""
"5825-87-6","",10856,""
"6164-98-3","",10857,""
"2655-15-4","",10858,""
"39196-18-4","",10859,""
"999055-03-7","",10860,""
"60825-26-5","",10861,""
"2876-78-0","",10862,""
"17708-57-5","",10863,""
"640-15-3","",10864,""
"999025-03-5","",10865,""
"999010-03-6","",10866,""
"999012-03-2","",10867,""
"999021-03-3","",10868,""
"999014-03-8","",10869,""
"999015-03-1","",10870,""
"999011-03-9","",10871,""
"999059-03-9","",10872,""
"999060-03-6","",10873,""
"33089-74-6","",10874,""
"2425-10-7","",10875,""
"3228-03-3","",10876,""
"2314-09-2","",10877,""
"999058-03-6","",10878,""
"7025-06-1","",10879,""
"6876-00-2","",10880,""
"171977-44-9","",10881,""
"147217-71-8","",10882,""
"51930-04-2","",10883,""
"6903-63-5","",10884,""
"189084-59-1","",10885,""
"83694-71-7","",10886,""
"147217-77-4","",10887,""
"155999-95-4","",10888,""
"189084-60-4","",10889,""
"147217-78-5","",10890,""
"147217-80-9","",10891,""
"147217-81-0","",10892,""
"189084-62-6","",10893,""
"93703-48-1","",10894,""
"189084-65-9","",10895,""
"446254-80-4","",10896,""
"189084-66-0","",10897,""
"182677-30-1","",10898,""
"189084-58-0","",10899,""
"26248-87-3","",10900,""
"202-33-5 and 199-54-2","",10901,""
"37853-59-1","",10902,""
"2113-57-7","",10903,""
"92-66-0","",10904,""
"13029-09-9","",10905,""
"53592-10-2","",10906,""
"57422-77-2","",10907,""
"59080-32-9","",10908,""
"59080-34-1","",10909,""
"59080-35-2","",10910,""
"115245-07-3","",10911,""
"59080-33-0","",10912,""
"59080-36-3","",10913,""
"60044-25-9","",10914,""
"77102-82-0","",10915,""
"16400-50-3","",10916,""
"96551-70-1","",10917,""
"13684-56-5","",10918,""
"1825-21-4","",10919,""
"502-55-6","",10920,""
"2686-99-9","",10921,""
"1967-16-4","",10922,""
"4841-20-7","",10923,""
"33693-04-8","",10924,""
"7286-84-2","",10925,""
"5903-13-9","",10926,""
"30979-48-7","",10927,""
"2163-69-1","",10928,""
"131-16-8","",10929,""
"2636-26-2","",10930,""
"57369-32-1","",10931,""
"1912-26-1","",10932,""
"944-22-9","",10933,""
"1928-37-6","",10934,""
"57153-18-1","",10935,""
"26399-36-0","",10936,""
"1420-07-1","",10937,""
"83-26-1","",10938,""
"24691-80-3","",10939,""
"94-79-1","",10940,""
"29091-05-2","",10941,""
"16709-30-1","",10942,""
"38260-54-7","",10943,""
"1715-40-8","",10944,""
"115-31-1","",10945,""
"7286-69-3","",10946,""
"74782-23-3","",10947,""
"3369-52-6","",10948,""
"26087-47-8","",10949,""
"7287-36-7","",10950,""
"3060-89-7","",10951,""
"527-20-8","",10952,""
"2540-82-1","",10953,""
"18625-12-2","",10954,""
"60568-05-0","",10955,""
"6099-79-2","",10956,""
"34681-23-7","",10957,""
"575-36-0","",10958,""
"68505-69-1","",10959,""
"1014-69-3","",10960,""
"1918-13-4","",10961,""
"97-17-6","",10962,""
"50563-36-5","",10963,""
"22936-86-3","",10964,""
"74712-19-9","",10965,""
"2275-18-5","",10966,""
"61592-45-8","",10967,""
"3878-19-1","",10968,""
"21757-82-4","",10969,""
"1918-11-2","",10970,""
"2164-09-2","",10971,""
"57018-04-9","",10972,""
"93-72-1","",10973,""
"34123-59-6","",10974,""
"1216-44-0","",10975,""
"644-64-4","",10976,""
"58138-08-2","",10977,""
"301-12-2","",10978,""
"311-45-5","",10979,""
"2813-95-8","",10980,""
"86-86-2","",10981,""
"17040-19-6","",10982,""
"64529-56-2","",10983,""
"14143-55-6","",10984,""
"1689-83-4","",10985,""
"3204-27-1","",10986,""
"2797-51-5","",10987,""
"2307-68-8","",10988,""
"85785-20-2","",10989,""
"27605-76-1","",10990,""
"15545-48-9","",10991,""
"1085-98-9","",10992,""
"919-76-6","",10993,""
"4147-51-7","",10994,""
"42588-37-4","",10995,""
"87130-20-9","",10996,""
"67628-93-7","",10997,""
"90-98-2","",10998,""
"3244-90-4","",10999,""
"67564-91-4","",11000,""
"57052-04-7","",11001,""
"67888-96-4","",11002,""
"59080-39-6","",11003,""
"81381-52-4","",11004,""
"120991-47-1","",11005,""
"59080-40-9","",11006,""
"60044-24-8","",11007,""
"59261-08-4","",11008,""
"77607-09-1","",11009,""
"120991-48-2","",11010,""
"60044-26-0","",11011,""
"67733-52-2","",11012,""
"88700-06-5","",11013,""
"119264-60-7","",11014,""
"591-20-8","",11015,""
"106-41-2","",11016,""
"57383-80-9","",11017,""
"615-58-7","",11018,""
"28165-52-8","",11019,""
"608-33-3","",11020,""
"626-41-5","",11021,""
"138507-65-0","",11022,""
"578-57-4","",11023,""
"2398-37-0","",11024,""
"104-92-7","",11025,""
"95970-22-2","",11026,""
"21702-84-1","",11027,""
"95970-08-4","",11028,""
"38603-09-7","",11029,""
"74137-36-3","",11030,""
"N/A","",11031,""
"85-22-3","",11032,""
"2463-84-5","",11033,""
"297-78-9","",11034,""
"28730-17-8","",11035,""
"16118-49-3","",11036,""
"36756-79-3","",11037,""
"80-38-6","",11038,""
"500-28-7","",11039,""
"27355-22-2","",11040,""
"10552-74-6","",11041,""
"5707-69-7","",11042,""
"299-86-5","",11043,""
"1593-77-7","",11044,""
"61213-25-0","",11045,""
"10544-50-0","",11046,""
"24691-76-7","",11047,""
"2104-96-3","",11048,""
"81-84-5","",11049,""
"3868-61-9","",11050,""
"29082-74-4","",11051,""
"23505-41-1","",11052,""
"67129-08-2","",11053,""
"40596-69-8","",11054,""
"53780-34-0","",11055,""
"25059-80-7","",11056,""
"13360-45-7","",11057,""
"66246-88-6","",11058,""
"22936-75-0","",11059,""
