Chemical_ID,End_Point,Model,BMD10,BMDL,BMD50,AUC,Min_Dose,Max_Dose,AUC_Norm,Modeled_Flag,DataQC_Flag,BMD10_Flag,BMD50_Flag,NumConc,Spearman_Correlation,bmdrc.Endpoint.ID
247,ANY24,Log Logistic,3.969658495715727,2.7179949343834853,8.026985596903678,37.64375,0.0,50.0,0.752875,Pass,Good,Pass,Pass,5.0,0.9276336570439175,247 ANY24
1213,ANY24,Log Logistic,7.720907440423277,4.438202287225734,26.74244944231099,33.375,0.0,67.0,0.498134328358209,Pass,Good,Pass,Pass,7.0,0.9697815168769667,1213 ANY24
155,ALL_BUT_MORT,Log Logistic,2.516475719817243,1.3293209265059982,14.854411991872466,29.200000000000003,0.0,50.0,0.5840000000000001,Pass,Good,Pass,Pass,5.0,0.9710083124552245,155 ALL_BUT_MORT
247,AXIS,Log Logistic,7.00370523175905,5.1093192390183635,14.941219377174384,0.15384615384615385,0.0,50.0,0.003076923076923077,Pass,Good,Pass,Pass,5.0,0.9486832980505138,247 AXIS
155,ANY120,Log Logistic,3.4345111416128393,2.144053952417976,8.598874663463732,37.275,0.0,50.0,0.7454999999999999,Pass,Good,Pass,Pass,5.0,0.9428571428571428,155 ANY120
155,AXIS,Quantal Linear,3.047052506143323,2.404649627315182,20.045990098516324,26.685769230769232,0.0,50.0,0.5337153846153846,Pass,Good,Pass,Pass,5.0,0.9276336570439175,155 AXIS
227,ANY24,Log Logistic,3.784433467184887,3.090512872573264,5.787597941214631,43.35625,0.0,50.0,0.867125,Pass,Good,Pass,Pass,5.0,0.9856107606091623,227 ANY24
227,MO24,Gamma,10.135586028091279,5.574572315450204,15.129682030356557,29.81875,0.0,50.0,0.596375,Pass,Good,Pass,Pass,5.0,0.9856107606091623,227 MO24
4897,ANY120,Log Logistic,2.9932201382024037,0.4223100385417894,79.1517967897033,47.33595238095238,0.0,100.0,0.4733595238095238,Pass,Good,Pass,Pass,12.0,0.8027654933844164,4897 ANY120
1829,AXIS,Gamma,0.01073496114465774,0.0016761583007973285,11.230014953879907,31.674589999999995,0.0,64.32,0.4924532027363184,Pass,Good,Pass,Pass,5.0,0.8857142857142857,1829 AXIS
4062,AXIS,Log Logistic,6.645148539650698,2.229758826390605,82.20624604412893,25.555,0.0,100.0,0.25555,Pass,Good,Pass,Pass,10.0,0.7399956641006085,4062 AXIS
