Chemical_ID,End_Point,Model,BMD10,BMDL,BMD50,AUC,Min_Dose,Max_Dose,AUC_Norm,Modeled_Flag,DataQC_Flag,BMD10_Flag,BMD50_Flag,NumConc,Spearman_Correlation,bmdrc.Endpoint.ID
1705-85-7,CC,,,,,4057.9494,0.0,50.0,0.4719471,Fail - other filter,Not Fit,Fail,Fail,,,1705-85-7 CC
1705-85-7,DCFDA,,,,,9137.145,0.0,100.0,0.89080766,Fail - other filter,Not Fit,Fail,Fail,,,1705-85-7 DCFDA
1705-85-7,LDH,,,,,26880.597,0.0,100.0,0.39845133,Fail - other filter,Not Fit,Fail,Fail,,,1705-85-7 LDH
195-19-7,CC,,,,,4551.6057,0.0,50.0,0.66480392,Fail - other filter,Not Fit,Fail,Fail,,,195-19-7 CC
195-19-7,DCFDA,,,,,10314.027,0.0,100.0,0.95294778,Fail - other filter,Not Fit,Fail,Fail,,,195-19-7 DCFDA
195-19-7,LDH,,,,,8901.9608,0.0,100.0,0.5675,Fail - other filter,Not Fit,Fail,Fail,,,195-19-7 LDH
195-19-7,MMP,,,,,15503.1927,0.0,100.0,0.35553937,Fail - correlation score filter,Not Fit,Fail,Fail,,,195-19-7 MMP
20291-73-0,CC,,,,,14387.7596,0.0,120.0,0.78312183,Fail - other filter,Not Fit,Fail,Fail,,,20291-73-0 CC
20291-73-0,LDH,,,,,10265.1515,0.0,100.0,0.73641304,Fail - other filter,Not Fit,Fail,Fail,,,20291-73-0 LDH
20291-75-2,CC,,,,,5753.5774,0.0,55.0,0.64811427,Fail - other filter,Not Fit,Fail,Fail,,,20291-75-2 CC
204256-39-3,CC,,,,,10267.272,0.0,100.0,0.63610877,Fail - other filter,Not Fit,Fail,Fail,,,204256-39-3 CC
204256-39-3,DCFDA,,,,,10464.8594,0.0,100.0,0.91741086,Fail - correlation score filter,Not Fit,Fail,Fail,,,204256-39-3 DCFDA
218-01-9,DCFDA,,,,,9827.8049,0.0,100.0,0.91397636,Fail - correlation score filter,Not Fit,Fail,Fail,,,218-01-9 DCFDA
218-01-9,LDH,,,,,11835.8209,0.0,100.0,0.48353659,Fail - correlation score filter,Not Fit,Fail,Fail,,,218-01-9 LDH
2319-96-2,CC,,,,,5675.6392,0.0,50.0,0.78456865,Fail - other filter,Not Fit,Fail,Fail,,,2319-96-2 CC
2319-96-2,DCFDA,,,,,10451.4177,0.0,100.0,0.81776139,Fail - other filter,Not Fit,Fail,Fail,,,2319-96-2 DCFDA
2319-96-2,LDH,,,,,26546.5839,0.0,100.0,0.57756757,Fail - other filter,Not Fit,Fail,Fail,,,2319-96-2 LDH
2319-96-2,MMP,,,,,23289.1882,0.0,100.0,0.66524641,Fail - other filter,Not Fit,Fail,Fail,,,2319-96-2 MMP
2381-15-9,CC,,,,,5613.4964,0.0,50.0,0.68743056,Fail - other filter,Not Fit,Fail,Fail,,,2381-15-9 CC
2381-15-9,DCFDA,,,,,9851.3034,0.0,100.0,0.92399068,Fail - other filter,Not Fit,Fail,Fail,,,2381-15-9 DCFDA
2381-19-3,CC,,,,,5253.4114,0.0,50.0,0.76730911,Fail - other filter,Not Fit,Fail,Fail,,,2381-19-3 CC
2381-19-3,DCFDA,,,,,10075.5366,0.0,100.0,0.91011789,Fail - correlation score filter,Not Fit,Fail,Fail,,,2381-19-3 DCFDA
2381-21-7,DCFDA,,,,,28033.1422,0.0,300.0,0.82945045,Fail - correlation score filter,Not Fit,Fail,Fail,,,2381-21-7 DCFDA
2381-21-7,LDH,,,,,43714.741,0.0,300.0,0.4354127,Fail - correlation score filter,Not Fit,Fail,Fail,,,2381-21-7 LDH
2381-21-7,MMP,,,,,44723.8446,0.0,300.0,0.2503977,Fail - correlation score filter,Not Fit,Fail,Fail,,,2381-21-7 MMP
2381-31-9,CC,,,,,6479.3473,0.0,50.0,0.7559614,Fail - other filter,Not Fit,Fail,Fail,,,2381-31-9 CC
2381-31-9,DCFDA,,,,,10030.0496,0.0,100.0,0.93724324,Fail - other filter,Not Fit,Fail,Fail,,,2381-31-9 DCFDA
2381-39-7,CC,,,,,4254.7948,0.0,25.0,0.89857318,Fail - other filter,Not Fit,Fail,Fail,,,2381-39-7 CC
2381-39-7,MMP,,,,,5547.7141,0.0,50.0,0.82219525,Fail - correlation score filter,Not Fit,Fail,Fail,,,2381-39-7 MMP
2498-75-1,CC,,,,,6819.8829,0.0,50.0,0.78467789,Fail - other filter,Not Fit,Fail,Fail,,,2498-75-1 CC
2498-75-1,LDH,,,,,12678.5714,0.0,100.0,0.73958333,Fail - other filter,Not Fit,Fail,Fail,,,2498-75-1 LDH
2498-77-3,DCFDA,,,,,10157.1055,0.0,100.0,0.79122985,Fail - other filter,Not Fit,Fail,Fail,,,2498-77-3 DCFDA
2531-84-2,CC,,,,,5482.0867,0.0,50.0,0.61759805,Fail - other filter,Not Fit,Fail,Fail,,,2531-84-2 CC
2531-84-2,DCFDA,,,,,10311.1928,0.0,100.0,0.74667098,Fail - correlation score filter,Not Fit,Fail,Fail,,,2531-84-2 DCFDA
2531-84-2,LDH,,,,,7621.2121,0.0,100.0,0.6060241,Fail - correlation score filter,Not Fit,Fail,Fail,,,2531-84-2 LDH
2541-69-7,CC,,,,,6339.5334,0.0,50.0,0.74021188,Fail - other filter,Not Fit,Fail,Fail,,,2541-69-7 CC
2541-69-7,MMP,,,,,19932.2911,0.0,100.0,0.74834115,Fail - correlation score filter,Not Fit,Fail,Fail,,,2541-69-7 MMP
2606-85-1,CC,,,,,4535.4962,0.0,50.0,0.66245098,Fail - other filter,Not Fit,Fail,Fail,,,2606-85-1 CC
2606-85-1,DCFDA,,,,,10350.4355,0.0,100.0,0.92421411,Fail - correlation score filter,Not Fit,Fail,Fail,,,2606-85-1 DCFDA
2606-85-1,LDH,,,,,15313.7255,0.0,100.0,0.5277027,Fail - correlation score filter,Not Fit,Fail,Fail,,,2606-85-1 LDH
2732-58-3,CC,,,,,3544.905,0.0,50.0,0.5701714,Fail - other filter,Not Fit,Fail,Fail,,,2732-58-3 CC
2732-58-3,DCFDA,,,,,9334.8419,0.0,100.0,0.81237605,Fail - other filter,Not Fit,Fail,Fail,,,2732-58-3 DCFDA
316-14-3,CC,,,,,6688.2048,0.0,50.0,0.86922721,Fail - other filter,Not Fit,Fail,Fail,,,316-14-3 CC
316-14-3,DCFDA,,,,,9764.9631,0.0,100.0,0.9164658,Fail - other filter,Not Fit,Fail,Fail,,,316-14-3 DCFDA
