SampleNumber,date_sampled,sample_matrix,technology,Sample_ID,zf_lims_id,cas_number,ClientName,SampleName,LocationLat,LocationLon,LocationName,LocationAlternateDescription,AlternateName,Chemical_ID,measurement_value,water_concentration,water_concentration_unit,bioassay_sample_from_lims,parent_samples_from_lims,child_samples_from_lims
A140386,2014-09-17 00:00:00+00:00,PSD-Water,LFT - Unfortified,800,P64678,613-12-7,Portland Harbor,18.5 EDA,45.43695,-122.6466833,Johnson Creek,NULL,RM 18.5,404,413.5003979,NA,NA,NULL,NA,"A150007 ,A150008 ,A150026 ,A150129 ,A150130 ,A150131 ,A150132 ,A150399 ,A150400 ,A150401 ,A150425 ,A150426 ,A150427 ,A150428"
A140386,2014-09-17 00:00:00+00:00,PSD-Water,LFT - Unfortified,800,P64678,779-02-2,Portland Harbor,18.5 EDA,45.43695,-122.6466833,Johnson Creek,NULL,RM 18.5,775,351.6053698,NA,NA,NULL,NA,"A150007 ,A150008 ,A150026 ,A150129 ,A150130 ,A150131 ,A150132 ,A150399 ,A150400 ,A150401 ,A150425 ,A150426 ,A150427 ,A150428"
A140386,2014-09-17 00:00:00+00:00,PSD-Water,LFT - Unfortified,800,P64678,83-32-9,Portland Harbor,18.5 EDA,45.43695,-122.6466833,Johnson Creek,NULL,RM 18.5,947,179.6228568,NA,NA,NULL,NA,"A150007 ,A150008 ,A150026 ,A150129 ,A150130 ,A150131 ,A150132 ,A150399 ,A150400 ,A150401 ,A150425 ,A150426 ,A150427 ,A150428"
A140386,2014-09-17 00:00:00+00:00,PSD-Water,LFT - Unfortified,800,P64678,85-01-8,Portland Harbor,18.5 EDA,45.43695,-122.6466833,Johnson Creek,NULL,RM 18.5,2635,1329.712625,NA,NA,NULL,NA,"A150007 ,A150008 ,A150026 ,A150129 ,A150130 ,A150131 ,A150132 ,A150399 ,A150400 ,A150401 ,A150425 ,A150426 ,A150427 ,A150428"
A140386,2014-09-17 00:00:00+00:00,PSD-Water,LFT - Unfortified,800,P64678,86-73-7,Portland Harbor,18.5 EDA,45.43695,-122.6466833,Johnson Creek,NULL,RM 18.5,1855,418.1130169,NA,NA,NULL,NA,"A150007 ,A150008 ,A150026 ,A150129 ,A150130 ,A150131 ,A150132 ,A150399 ,A150400 ,A150401 ,A150425 ,A150426 ,A150427 ,A150428"
A140386,2014-09-17 00:00:00+00:00,PSD-Water,LFT - Unfortified,800,P64678,90-12-0,Portland Harbor,18.5 EDA,45.43695,-122.6466833,Johnson Creek,NULL,RM 18.5,250,319.2663905,NA,NA,NULL,NA,"A150007 ,A150008 ,A150026 ,A150129 ,A150130 ,A150131 ,A150132 ,A150399 ,A150400 ,A150401 ,A150425 ,A150426 ,A150427 ,A150428"
A140386,2014-09-17 00:00:00+00:00,PSD-Water,LFT - Unfortified,800,P64678,91-20-3,Portland Harbor,18.5 EDA,45.43695,-122.6466833,Johnson Creek,NULL,RM 18.5,2323,250.440807,NA,NA,NULL,NA,"A150007 ,A150008 ,A150026 ,A150129 ,A150130 ,A150131 ,A150132 ,A150399 ,A150400 ,A150401 ,A150425 ,A150426 ,A150427 ,A150428"
A140386,2014-09-17 00:00:00+00:00,PSD-Water,LFT - Unfortified,800,P64678,91-57-6,Portland Harbor,18.5 EDA,45.43695,-122.6466833,Johnson Creek,NULL,RM 18.5,409,469.7575966,NA,NA,NULL,NA,"A150007 ,A150008 ,A150026 ,A150129 ,A150130 ,A150131 ,A150132 ,A150399 ,A150400 ,A150401 ,A150425 ,A150426 ,A150427 ,A150428"
A140383,2014-09-17 00:00:00+00:00,PSD-Water,LFT - Unfortified,797,P99596,111189-32-3,Portland Harbor,1NW EDA,45.6419,-122.7796667,RM 1 NW,Across Willamette from Columbia Slough,RM1NW,2324,0,NA,NA,NULL,NA,"A150001 ,A150002 ,A150023 ,A150121 ,A150122 ,A150123 ,A150124 ,A150391 ,A150392 ,A150393"
A140383,2014-09-17 00:00:00+00:00,PSD-Water,LFT - Unfortified,797,P99596,120-12-7,Portland Harbor,1NW EDA,45.6419,-122.7796667,RM 1 NW,Across Willamette from Columbia Slough,RM1NW,1031,1279.217209,NA,NA,NULL,NA,"A150001 ,A150002 ,A150023 ,A150121 ,A150122 ,A150123 ,A150124 ,A150391 ,A150392 ,A150393"
A140383,2014-09-17 00:00:00+00:00,PSD-Water,LFT - Unfortified,797,P99596,129-00-0,Portland Harbor,1NW EDA,45.6419,-122.7796667,RM 1 NW,Across Willamette from Columbia Slough,RM1NW,2739,34708.48825,NA,NA,NULL,NA,"A150001 ,A150002 ,A150023 ,A150121 ,A150122 ,A150123 ,A150124 ,A150391 ,A150392 ,A150393"
A140383,2014-09-17 00:00:00+00:00,PSD-Water,LFT - Unfortified,797,P99596,132-65-0,Portland Harbor,1NW EDA,45.6419,-122.7796667,RM 1 NW,Across Willamette from Columbia Slough,RM1NW,1620,172.5822208,NA,NA,NULL,NA,"A150001 ,A150002 ,A150023 ,A150121 ,A150122 ,A150123 ,A150124 ,A150391 ,A150392 ,A150393"
A140383,2014-09-17 00:00:00+00:00,PSD-Water,LFT - Unfortified,797,P99596,1576-67-6,Portland Harbor,1NW EDA,45.6419,-122.7796667,RM 1 NW,Across Willamette from Columbia Slough,RM1NW,447,1071.317769,NA,NA,NULL,NA,"A150001 ,A150002 ,A150023 ,A150121 ,A150122 ,A150123 ,A150124 ,A150391 ,A150392 ,A150393"
A140383,2014-09-17 00:00:00+00:00,PSD-Water,LFT - Unfortified,797,P99596,1705-85-7,Portland Harbor,1NW EDA,45.6419,-122.7796667,RM 1 NW,Across Willamette from Columbia Slough,RM1NW,694,127.1041305,NA,NA,NULL,NA,"A150001 ,A150002 ,A150023 ,A150121 ,A150122 ,A150123 ,A150124 ,A150391 ,A150392 ,A150393"
A140383,2014-09-17 00:00:00+00:00,PSD-Water,LFT - Unfortified,797,P99596,189-55-9,Portland Harbor,1NW EDA,45.6419,-122.7796667,RM 1 NW,Across Willamette from Columbia Slough,RM1NW,1613,0,NA,NA,NULL,NA,"A150001 ,A150002 ,A150023 ,A150121 ,A150122 ,A150123 ,A150124 ,A150391 ,A150392 ,A150393"
A140383,2014-09-17 00:00:00+00:00,PSD-Water,LFT - Unfortified,797,P99596,189-64-0,Portland Harbor,1NW EDA,45.6419,-122.7796667,RM 1 NW,Across Willamette from Columbia Slough,RM1NW,1612,0,NA,NA,NULL,NA,"A150001 ,A150002 ,A150023 ,A150121 ,A150122 ,A150123 ,A150124 ,A150391 ,A150392 ,A150393"
A140383,2014-09-17 00:00:00+00:00,PSD-Water,LFT - Unfortified,797,P99596,191-07-1,Portland Harbor,1NW EDA,45.6419,-122.7796667,RM 1 NW,Across Willamette from Columbia Slough,RM1NW,1449,11.15328273,NA,NA,NULL,NA,"A150001 ,A150002 ,A150023 ,A150121 ,A150122 ,A150123 ,A150124 ,A150391 ,A150392 ,A150393"
A140383,2014-09-17 00:00:00+00:00,PSD-Water,LFT - Unfortified,797,P99596,191-24-2,Portland Harbor,1NW EDA,45.6419,-122.7796667,RM 1 NW,Across Willamette from Columbia Slough,RM1NW,1179,137.8746318,NA,NA,NULL,NA,"A150001 ,A150002 ,A150023 ,A150121 ,A150122 ,A150123 ,A150124 ,A150391 ,A150392 ,A150393"
A140383,2014-09-17 00:00:00+00:00,PSD-Water,LFT - Unfortified,797,P99596,191-26-4,Portland Harbor,1NW EDA,45.6419,-122.7796667,RM 1 NW,Across Willamette from Columbia Slough,RM1NW,1030,0,NA,NA,NULL,NA,"A150001 ,A150002 ,A150023 ,A150121 ,A150122 ,A150123 ,A150124 ,A150391 ,A150392 ,A150393"
A140383,2014-09-17 00:00:00+00:00,PSD-Water,LFT - Unfortified,797,P99596,191-30-0,Portland Harbor,1NW EDA,45.6419,-122.7796667,RM 1 NW,Across Willamette from Columbia Slough,RM1NW,1614,0,NA,NA,NULL,NA,"A150001 ,A150002 ,A150023 ,A150121 ,A150122 ,A150123 ,A150124 ,A150391 ,A150392 ,A150393"
A140383,2014-09-17 00:00:00+00:00,PSD-Water,LFT - Unfortified,797,P99596,191-30-0,Portland Harbor,1NW EDA,45.6419,-122.7796667,RM 1 NW,Across Willamette from Columbia Slough,RM1NW,1616,0,NA,NA,NULL,NA,"A150001 ,A150002 ,A150023 ,A150121 ,A150122 ,A150123 ,A150124 ,A150391 ,A150392 ,A150393"
A140383,2014-09-17 00:00:00+00:00,PSD-Water,LFT - Unfortified,797,P99596,192-97-2,Portland Harbor,1NW EDA,45.6419,-122.7796667,RM 1 NW,Across Willamette from Columbia Slough,RM1NW,1178,867.9592257,NA,NA,NULL,NA,"A150001 ,A150002 ,A150023 ,A150121 ,A150122 ,A150123 ,A150124 ,A150391 ,A150392 ,A150393"
A140383,2014-09-17 00:00:00+00:00,PSD-Water,LFT - Unfortified,797,P99596,193-09-9,Portland Harbor,1NW EDA,45.6419,-122.7796667,RM 1 NW,Across Willamette from Columbia Slough,RM1NW,2326,0,NA,NA,NULL,NA,"A150001 ,A150002 ,A150023 ,A150121 ,A150122 ,A150123 ,A150124 ,A150391 ,A150392 ,A150393"
A140383,2014-09-17 00:00:00+00:00,PSD-Water,LFT - Unfortified,797,P99596,193-39-5,Portland Harbor,1NW EDA,45.6419,-122.7796667,RM 1 NW,Across Willamette from Columbia Slough,RM1NW,1965,57.90010784,NA,NA,NULL,NA,"A150001 ,A150002 ,A150023 ,A150121 ,A150122 ,A150123 ,A150124 ,A150391 ,A150392 ,A150393"
A140383,2014-09-17 00:00:00+00:00,PSD-Water,LFT - Unfortified,797,P99596,205-82-3,Portland Harbor,1NW EDA,45.6419,-122.7796667,RM 1 NW,Across Willamette from Columbia Slough,RM1NW,1180,443.8878232,NA,NA,NULL,NA,"A150001 ,A150002 ,A150023 ,A150121 ,A150122 ,A150123 ,A150124 ,A150391 ,A150392 ,A150393"
A140383,2014-09-17 00:00:00+00:00,PSD-Water,LFT - Unfortified,797,P99596,205-83-4,Portland Harbor,1NW EDA,45.6419,-122.7796667,RM 1 NW,Across Willamette from Columbia Slough,RM1NW,2327,0,NA,NA,NULL,NA,"A150001 ,A150002 ,A150023 ,A150121 ,A150122 ,A150123 ,A150124 ,A150391 ,A150392 ,A150393"
A140383,2014-09-17 00:00:00+00:00,PSD-Water,LFT - Unfortified,797,P99596,205-99-2,Portland Harbor,1NW EDA,45.6419,-122.7796667,RM 1 NW,Across Willamette from Columbia Slough,RM1NW,1175,1054.23358,NA,NA,NULL,NA,"A150001 ,A150002 ,A150023 ,A150121 ,A150122 ,A150123 ,A150124 ,A150391 ,A150392 ,A150393"
A140383,2014-09-17 00:00:00+00:00,PSD-Water,LFT - Unfortified,797,P99596,206-44-0,Portland Harbor,1NW EDA,45.6419,-122.7796667,RM 1 NW,Across Willamette from Columbia Slough,RM1NW,1854,33769.08472,NA,NA,NULL,NA,"A150001 ,A150002 ,A150023 ,A150121 ,A150122 ,A150123 ,A150124 ,A150391 ,A150392 ,A150393"
A140383,2014-09-17 00:00:00+00:00,PSD-Water,LFT - Unfortified,797,P99596,207-08-9,Portland Harbor,1NW EDA,45.6419,-122.7796667,RM 1 NW,Across Willamette from Columbia Slough,RM1NW,1182,420.1081184,NA,NA,NULL,NA,"A150001 ,A150002 ,A150023 ,A150121 ,A150122 ,A150123 ,A150124 ,A150391 ,A150392 ,A150393"
A140383,2014-09-17 00:00:00+00:00,PSD-Water,LFT - Unfortified,797,P99596,207-18-1,Portland Harbor,1NW EDA,45.6419,-122.7796667,RM 1 NW,Across Willamette from Columbia Slough,RM1NW,2328,0,NA,NA,NULL,NA,"A150001 ,A150002 ,A150023 ,A150121 ,A150122 ,A150123 ,A150124 ,A150391 ,A150392 ,A150393"
A140383,2014-09-17 00:00:00+00:00,PSD-Water,LFT - Unfortified,797,P99596,208-96-8,Portland Harbor,1NW EDA,45.6419,-122.7796667,RM 1 NW,Across Willamette from Columbia Slough,RM1NW,949,342.9787905,NA,NA,NULL,NA,"A150001 ,A150002 ,A150023 ,A150121 ,A150122 ,A150123 ,A150124 ,A150391 ,A150392 ,A150393"
A140383,2014-09-17 00:00:00+00:00,PSD-Water,LFT - Unfortified,797,P99596,217-59-4,Portland Harbor,1NW EDA,45.6419,-122.7796667,RM 1 NW,Across Willamette from Columbia Slough,RM1NW,3140,1949.240891,NA,NA,NULL,NA,"A150001 ,A150002 ,A150023 ,A150121 ,A150122 ,A150123 ,A150124 ,A150391 ,A150392 ,A150393"
A140383,2014-09-17 00:00:00+00:00,PSD-Water,LFT - Unfortified,797,P99596,218-01-9,Portland Harbor,1NW EDA,45.6419,-122.7796667,RM 1 NW,Across Willamette from Columbia Slough,RM1NW,1371,3854.678616,NA,NA,NULL,NA,"A150001 ,A150002 ,A150023 ,A150121 ,A150122 ,A150123 ,A150124 ,A150391 ,A150392 ,A150393"
A140383,2014-09-17 00:00:00+00:00,PSD-Water,LFT - Unfortified,797,P99596,243-17-4,Portland Harbor,1NW EDA,45.6419,-122.7796667,RM 1 NW,Across Willamette from Columbia Slough,RM1NW,1176,1687.603741,NA,NA,NULL,NA,"A150001 ,A150002 ,A150023 ,A150121 ,A150122 ,A150123 ,A150124 ,A150391 ,A150392 ,A150393"
A140383,2014-09-17 00:00:00+00:00,PSD-Water,LFT - Unfortified,797,P99596,483-65-8,Portland Harbor,1NW EDA,45.6419,-122.7796667,RM 1 NW,Across Willamette from Columbia Slough,RM1NW,2774,8747.898371,NA,NA,NULL,NA,"A150001 ,A150002 ,A150023 ,A150121 ,A150122 ,A150123 ,A150124 ,A150391 ,A150392 ,A150393"
A140383,2014-09-17 00:00:00+00:00,PSD-Water,LFT - Unfortified,797,P99596,50-32-8,Portland Harbor,1NW EDA,45.6419,-122.7796667,RM 1 NW,Across Willamette from Columbia Slough,RM1NW,1174,499.3738011,NA,NA,NULL,NA,"A150001 ,A150002 ,A150023 ,A150121 ,A150122 ,A150123 ,A150124 ,A150391 ,A150392 ,A150393"
A140383,2014-09-17 00:00:00+00:00,PSD-Water,LFT - Unfortified,797,P99596,53-70-3,Portland Harbor,1NW EDA,45.6419,-122.7796667,RM 1 NW,Across Willamette from Columbia Slough,RM1NW,1611,0,NA,NA,NULL,NA,"A150001 ,A150002 ,A150023 ,A150121 ,A150122 ,A150123 ,A150124 ,A150391 ,A150392 ,A150393"
A140383,2014-09-17 00:00:00+00:00,PSD-Water,LFT - Unfortified,797,P99596,56-55-3,Portland Harbor,1NW EDA,45.6419,-122.7796667,RM 1 NW,Across Willamette from Columbia Slough,RM1NW,1161,3202.011441,NA,NA,NULL,NA,"A150001 ,A150002 ,A150023 ,A150121 ,A150122 ,A150123 ,A150124 ,A150391 ,A150392 ,A150393"
A140383,2014-09-17 00:00:00+00:00,PSD-Water,LFT - Unfortified,797,P99596,56-55-3,Portland Harbor,1NW EDA,45.6419,-122.7796667,RM 1 NW,Across Willamette from Columbia Slough,RM1NW,1171,3202.011441,NA,NA,NULL,NA,"A150001 ,A150002 ,A150023 ,A150121 ,A150122 ,A150123 ,A150124 ,A150391 ,A150392 ,A150393"
A140383,2014-09-17 00:00:00+00:00,PSD-Water,LFT - Unfortified,797,P99596,569-41-5,Portland Harbor,1NW EDA,45.6419,-122.7796667,RM 1 NW,Across Willamette from Columbia Slough,RM1NW,69,0,NA,NA,NULL,NA,"A150001 ,A150002 ,A150023 ,A150121 ,A150122 ,A150123 ,A150124 ,A150391 ,A150392 ,A150393"
A140383,2014-09-17 00:00:00+00:00,PSD-Water,LFT - Unfortified,797,P99596,57-97-6,Portland Harbor,1NW EDA,45.6419,-122.7796667,RM 1 NW,Across Willamette from Columbia Slough,RM1NW,702,52.27269181,NA,NA,NULL,NA,"A150001 ,A150002 ,A150023 ,A150121 ,A150122 ,A150123 ,A150124 ,A150391 ,A150392 ,A150393"
A140383,2014-09-17 00:00:00+00:00,PSD-Water,LFT - Unfortified,797,P99596,571-58-4,Portland Harbor,1NW EDA,45.6419,-122.7796667,RM 1 NW,Across Willamette from Columbia Slough,RM1NW,60,100.4941496,NA,NA,NULL,NA,"A150001 ,A150002 ,A150023 ,A150121 ,A150122 ,A150123 ,A150124 ,A150391 ,A150392 ,A150393"
A140383,2014-09-17 00:00:00+00:00,PSD-Water,LFT - Unfortified,797,P99596,571-61-9,Portland Harbor,1NW EDA,45.6419,-122.7796667,RM 1 NW,Across Willamette from Columbia Slough,RM1NW,64,105.6148706,NA,NA,NULL,NA,"A150001 ,A150002 ,A150023 ,A150121 ,A150122 ,A150123 ,A150124 ,A150391 ,A150392 ,A150393"
A140383,2014-09-17 00:00:00+00:00,PSD-Water,LFT - Unfortified,797,P99596,575-43-9,Portland Harbor,1NW EDA,45.6419,-122.7796667,RM 1 NW,Across Willamette from Columbia Slough,RM1NW,66,672.0946309,NA,NA,NULL,NA,"A150001 ,A150002 ,A150023 ,A150121 ,A150122 ,A150123 ,A150124 ,A150391 ,A150392 ,A150393"
A140383,2014-09-17 00:00:00+00:00,PSD-Water,LFT - Unfortified,797,P99596,613-06-9,Portland Harbor,1NW EDA,45.6419,-122.7796667,RM 1 NW,Across Willamette from Columbia Slough,RM1NW,286,0,NA,NA,NULL,NA,"A150001 ,A150002 ,A150023 ,A150121 ,A150122 ,A150123 ,A150124 ,A150391 ,A150392 ,A150393"
A140383,2014-09-17 00:00:00+00:00,PSD-Water,LFT - Unfortified,797,P99596,613-12-7,Portland Harbor,1NW EDA,45.6419,-122.7796667,RM 1 NW,Across Willamette from Columbia Slough,RM1NW,404,837.4033215,NA,NA,NULL,NA,"A150001 ,A150002 ,A150023 ,A150121 ,A150122 ,A150123 ,A150124 ,A150391 ,A150392 ,A150393"
A140383,2014-09-17 00:00:00+00:00,PSD-Water,LFT - Unfortified,797,P99596,779-02-2,Portland Harbor,1NW EDA,45.6419,-122.7796667,RM 1 NW,Across Willamette from Columbia Slough,RM1NW,775,203.3693781,NA,NA,NULL,NA,"A150001 ,A150002 ,A150023 ,A150121 ,A150122 ,A150123 ,A150124 ,A150391 ,A150392 ,A150393"
A140383,2014-09-17 00:00:00+00:00,PSD-Water,LFT - Unfortified,797,P99596,83-32-9,Portland Harbor,1NW EDA,45.6419,-122.7796667,RM 1 NW,Across Willamette from Columbia Slough,RM1NW,947,726.272923,NA,NA,NULL,NA,"A150001 ,A150002 ,A150023 ,A150121 ,A150122 ,A150123 ,A150124 ,A150391 ,A150392 ,A150393"
A140383,2014-09-17 00:00:00+00:00,PSD-Water,LFT - Unfortified,797,P99596,85-01-8,Portland Harbor,1NW EDA,45.6419,-122.7796667,RM 1 NW,Across Willamette from Columbia Slough,RM1NW,2635,3388.803483,NA,NA,NULL,NA,"A150001 ,A150002 ,A150023 ,A150121 ,A150122 ,A150123 ,A150124 ,A150391 ,A150392 ,A150393"
A140383,2014-09-17 00:00:00+00:00,PSD-Water,LFT - Unfortified,797,P99596,86-73-7,Portland Harbor,1NW EDA,45.6419,-122.7796667,RM 1 NW,Across Willamette from Columbia Slough,RM1NW,1855,776.0658874,NA,NA,NULL,NA,"A150001 ,A150002 ,A150023 ,A150121 ,A150122 ,A150123 ,A150124 ,A150391 ,A150392 ,A150393"
A140383,2014-09-17 00:00:00+00:00,PSD-Water,LFT - Unfortified,797,P99596,90-12-0,Portland Harbor,1NW EDA,45.6419,-122.7796667,RM 1 NW,Across Willamette from Columbia Slough,RM1NW,250,326.2986899,NA,NA,NULL,NA,"A150001 ,A150002 ,A150023 ,A150121 ,A150122 ,A150123 ,A150124 ,A150391 ,A150392 ,A150393"
A140383,2014-09-17 00:00:00+00:00,PSD-Water,LFT - Unfortified,797,P99596,91-20-3,Portland Harbor,1NW EDA,45.6419,-122.7796667,RM 1 NW,Across Willamette from Columbia Slough,RM1NW,2323,319.0974769,NA,NA,NULL,NA,"A150001 ,A150002 ,A150023 ,A150121 ,A150122 ,A150123 ,A150124 ,A150391 ,A150392 ,A150393"
A140383,2014-09-17 00:00:00+00:00,PSD-Water,LFT - Unfortified,797,P99596,91-57-6,Portland Harbor,1NW EDA,45.6419,-122.7796667,RM 1 NW,Across Willamette from Columbia Slough,RM1NW,409,405.7636725,NA,NA,NULL,NA,"A150001 ,A150002 ,A150023 ,A150121 ,A150122 ,A150123 ,A150124 ,A150391 ,A150392 ,A150393"
A140384,2014-09-17 00:00:00+00:00,PSD-Water,LFT - Unfortified,798,P84353,111189-32-3,Portland Harbor,3.5W EDA,45.59791,-122.78128,Sauvie West,NULL,RM 3.5W,2324,0,NA,NA,A140384,NA,"A150003 ,A150004 ,A150024 ,A150116 ,A150117 ,A150118 ,A150119 ,A150260 ,A150261 ,A150262"
A140384,2014-09-17 00:00:00+00:00,PSD-Water,LFT - Unfortified,798,P84353,120-12-7,Portland Harbor,3.5W EDA,45.59791,-122.78128,Sauvie West,NULL,RM 3.5W,1031,4606.304072,NA,NA,A140384,NA,"A150003 ,A150004 ,A150024 ,A150116 ,A150117 ,A150118 ,A150119 ,A150260 ,A150261 ,A150262"
A140384,2014-09-17 00:00:00+00:00,PSD-Water,LFT - Unfortified,798,P84353,129-00-0,Portland Harbor,3.5W EDA,45.59791,-122.78128,Sauvie West,NULL,RM 3.5W,2739,91468.23827,NA,NA,A140384,NA,"A150003 ,A150004 ,A150024 ,A150116 ,A150117 ,A150118 ,A150119 ,A150260 ,A150261 ,A150262"
A140384,2014-09-17 00:00:00+00:00,PSD-Water,LFT - Unfortified,798,P84353,132-65-0,Portland Harbor,3.5W EDA,45.59791,-122.78128,Sauvie West,NULL,RM 3.5W,1620,982.3076088,NA,NA,A140384,NA,"A150003 ,A150004 ,A150024 ,A150116 ,A150117 ,A150118 ,A150119 ,A150260 ,A150261 ,A150262"
A140384,2014-09-17 00:00:00+00:00,PSD-Water,LFT - Unfortified,798,P84353,1576-67-6,Portland Harbor,3.5W EDA,45.59791,-122.78128,Sauvie West,NULL,RM 3.5W,447,1885.713178,NA,NA,A140384,NA,"A150003 ,A150004 ,A150024 ,A150116 ,A150117 ,A150118 ,A150119 ,A150260 ,A150261 ,A150262"
A140384,2014-09-17 00:00:00+00:00,PSD-Water,LFT - Unfortified,798,P84353,1705-85-7,Portland Harbor,3.5W EDA,45.59791,-122.78128,Sauvie West,NULL,RM 3.5W,694,304.5547022,NA,NA,A140384,NA,"A150003 ,A150004 ,A150024 ,A150116 ,A150117 ,A150118 ,A150119 ,A150260 ,A150261 ,A150262"
A140384,2014-09-17 00:00:00+00:00,PSD-Water,LFT - Unfortified,798,P84353,189-55-9,Portland Harbor,3.5W EDA,45.59791,-122.78128,Sauvie West,NULL,RM 3.5W,1613,0,NA,NA,A140384,NA,"A150003 ,A150004 ,A150024 ,A150116 ,A150117 ,A150118 ,A150119 ,A150260 ,A150261 ,A150262"
A140384,2014-09-17 00:00:00+00:00,PSD-Water,LFT - Unfortified,798,P84353,189-64-0,Portland Harbor,3.5W EDA,45.59791,-122.78128,Sauvie West,NULL,RM 3.5W,1612,0,NA,NA,A140384,NA,"A150003 ,A150004 ,A150024 ,A150116 ,A150117 ,A150118 ,A150119 ,A150260 ,A150261 ,A150262"
A140384,2014-09-17 00:00:00+00:00,PSD-Water,LFT - Unfortified,798,P84353,191-07-1,Portland Harbor,3.5W EDA,45.59791,-122.78128,Sauvie West,NULL,RM 3.5W,1449,22.07351179,NA,NA,A140384,NA,"A150003 ,A150004 ,A150024 ,A150116 ,A150117 ,A150118 ,A150119 ,A150260 ,A150261 ,A150262"
A140384,2014-09-17 00:00:00+00:00,PSD-Water,LFT - Unfortified,798,P84353,191-24-2,Portland Harbor,3.5W EDA,45.59791,-122.78128,Sauvie West,NULL,RM 3.5W,1179,358.2569173,NA,NA,A140384,NA,"A150003 ,A150004 ,A150024 ,A150116 ,A150117 ,A150118 ,A150119 ,A150260 ,A150261 ,A150262"
A140384,2014-09-17 00:00:00+00:00,PSD-Water,LFT - Unfortified,798,P84353,191-26-4,Portland Harbor,3.5W EDA,45.59791,-122.78128,Sauvie West,NULL,RM 3.5W,1030,43.78695655,NA,NA,A140384,NA,"A150003 ,A150004 ,A150024 ,A150116 ,A150117 ,A150118 ,A150119 ,A150260 ,A150261 ,A150262"
A140384,2014-09-17 00:00:00+00:00,PSD-Water,LFT - Unfortified,798,P84353,191-30-0,Portland Harbor,3.5W EDA,45.59791,-122.78128,Sauvie West,NULL,RM 3.5W,1614,0,NA,NA,A140384,NA,"A150003 ,A150004 ,A150024 ,A150116 ,A150117 ,A150118 ,A150119 ,A150260 ,A150261 ,A150262"
A140384,2014-09-17 00:00:00+00:00,PSD-Water,LFT - Unfortified,798,P84353,191-30-0,Portland Harbor,3.5W EDA,45.59791,-122.78128,Sauvie West,NULL,RM 3.5W,1616,0,NA,NA,A140384,NA,"A150003 ,A150004 ,A150024 ,A150116 ,A150117 ,A150118 ,A150119 ,A150260 ,A150261 ,A150262"
A140384,2014-09-17 00:00:00+00:00,PSD-Water,LFT - Unfortified,798,P84353,192-97-2,Portland Harbor,3.5W EDA,45.59791,-122.78128,Sauvie West,NULL,RM 3.5W,1178,2227.365684,NA,NA,A140384,NA,"A150003 ,A150004 ,A150024 ,A150116 ,A150117 ,A150118 ,A150119 ,A150260 ,A150261 ,A150262"
A140384,2014-09-17 00:00:00+00:00,PSD-Water,LFT - Unfortified,798,P84353,193-09-9,Portland Harbor,3.5W EDA,45.59791,-122.78128,Sauvie West,NULL,RM 3.5W,2326,0,NA,NA,A140384,NA,"A150003 ,A150004 ,A150024 ,A150116 ,A150117 ,A150118 ,A150119 ,A150260 ,A150261 ,A150262"
A140384,2014-09-17 00:00:00+00:00,PSD-Water,LFT - Unfortified,798,P84353,193-39-5,Portland Harbor,3.5W EDA,45.59791,-122.78128,Sauvie West,NULL,RM 3.5W,1965,196.498491,NA,NA,A140384,NA,"A150003 ,A150004 ,A150024 ,A150116 ,A150117 ,A150118 ,A150119 ,A150260 ,A150261 ,A150262"
A140384,2014-09-17 00:00:00+00:00,PSD-Water,LFT - Unfortified,798,P84353,205-82-3,Portland Harbor,3.5W EDA,45.59791,-122.78128,Sauvie West,NULL,RM 3.5W,1180,1391.112732,NA,NA,A140384,NA,"A150003 ,A150004 ,A150024 ,A150116 ,A150117 ,A150118 ,A150119 ,A150260 ,A150261 ,A150262"
A140384,2014-09-17 00:00:00+00:00,PSD-Water,LFT - Unfortified,798,P84353,205-83-4,Portland Harbor,3.5W EDA,45.59791,-122.78128,Sauvie West,NULL,RM 3.5W,2327,0,NA,NA,A140384,NA,"A150003 ,A150004 ,A150024 ,A150116 ,A150117 ,A150118 ,A150119 ,A150260 ,A150261 ,A150262"
A140384,2014-09-17 00:00:00+00:00,PSD-Water,LFT - Unfortified,798,P84353,205-99-2,Portland Harbor,3.5W EDA,45.59791,-122.78128,Sauvie West,NULL,RM 3.5W,1175,2924.903692,NA,NA,A140384,NA,"A150003 ,A150004 ,A150024 ,A150116 ,A150117 ,A150118 ,A150119 ,A150260 ,A150261 ,A150262"
A140384,2014-09-17 00:00:00+00:00,PSD-Water,LFT - Unfortified,798,P84353,206-44-0,Portland Harbor,3.5W EDA,45.59791,-122.78128,Sauvie West,NULL,RM 3.5W,1854,82568.6259,NA,NA,A140384,NA,"A150003 ,A150004 ,A150024 ,A150116 ,A150117 ,A150118 ,A150119 ,A150260 ,A150261 ,A150262"
A140384,2014-09-17 00:00:00+00:00,PSD-Water,LFT - Unfortified,798,P84353,207-08-9,Portland Harbor,3.5W EDA,45.59791,-122.78128,Sauvie West,NULL,RM 3.5W,1182,1323.736901,NA,NA,A140384,NA,"A150003 ,A150004 ,A150024 ,A150116 ,A150117 ,A150118 ,A150119 ,A150260 ,A150261 ,A150262"
